run_id,turn,round,phase,stage,speaker,text,word_count,disfluency_count,is_question,addressed_to,mentioned_agents,response_to_speaker
thesis-pilot-passive-concealment-20260530T154051Z-r002,17,2,discussion,initial_framing,Margaret Chun,"Yes, I did lock the bathroom door before I left. Tim, were you in the apartment’s bathroom after 9:15?",19,0,True,Tim Kane,Tim Kane,Harold Chun
thesis-pilot-passive-concealment-20260530T154051Z-r002,18,2,discussion,initial_framing,Tim Kane,"No, I wasn’t in the bathroom after 9:15. I was still at the party with Bobby and Fiona.",18,0,False,,Bobby Herrerra|Fiona McAllister,Margaret Chun
thesis-pilot-passive-concealment-20260530T154051Z-r002,19,2,discussion,initial_framing,Pauline Thompson,"Bobby, where were you after 9:15?",6,0,True,Bobby Herrerra,Bobby Herrerra,
thesis-pilot-passive-concealment-20260530T154051Z-r002,20,2,discussion,initial_framing,Bobby Herrerra,"I was still at the party until about 10, then I walked straight to the apartment. When I got there the front door was already open, so someone had come in before me.",33,0,False,,,Pauline Thompson
thesis-pilot-passive-concealment-20260530T154051Z-r002,21,2,discussion,initial_framing,Harold Chun,"Bobby, do you have a key to the apartment?",9,0,True,Bobby Herrerra,Bobby Herrerra,
thesis-pilot-passive-concealment-20260530T154051Z-r002,22,2,discussion,initial_framing,Bobby Herrerra,"Yes, I do. When I got there the front door was already open, so someone else had already been in. Tim, did you see anyone else in the bathroom after 9:15?",31,0,True,Tim Kane,Tim Kane,Harold Chun
thesis-pilot-passive-concealment-20260530T154051Z-r002,23,2,discussion,initial_framing,Tim Kane,"No, I didn't see anyone else in the bathroom after 9:15. I was still at the party with Bobby and Fiona until around 10.",24,0,False,,Bobby Herrerra|Fiona McAllister,Bobby Herrerra
thesis-pilot-passive-concealment-20260530T154051Z-r002,24,2,discussion,initial_framing,Louis Cagliostro,"Bobby, did you leave the apartment with Rick at 9:15?",10,0,True,Bobby Herrerra,Bobby Herrerra,
thesis-pilot-passive-concealment-20260530T154051Z-r002,25,2,discussion,initial_framing,Bobby Herrerra,"No, I didn't leave with Rick at 9:15. I was still at the party until about ten, then I went straight to the apartment.",24,0,False,,,Louis Cagliostro
thesis-pilot-passive-concealment-20260530T154051Z-r002,26,2,discussion,initial_framing,Margaret Chun,"Bobby, after you walked into the apartment at about 10, did you see anyone else there?",16,0,True,Bobby Herrerra,Bobby Herrerra,
thesis-pilot-passive-concealment-20260530T154051Z-r002,27,3,discussion,clue_integration,Bobby Herrerra,"No, I didn't see anyone else there.",7,0,False,,,Margaret Chun
thesis-pilot-passive-concealment-20260530T154051Z-r002,28,3,discussion,clue_integration,Harold Chun,"Margaret, you said you locked the bathroom before you left—if you killed him, wouldn't you have had to lock it after?",21,0,True,Margaret Chun,Margaret Chun,
thesis-pilot-passive-concealment-20260530T154051Z-r002,29,3,discussion,clue_integration,Margaret Chun,"I locked it before I left because I thought I might come back later, but I didn’t think I’d need to lock again. I didn’t kill him.",27,0,False,,,Harold Chun
thesis-pilot-passive-concealment-20260530T154051Z-r002,30,3,discussion,clue_integration,Pauline Thompson,"Bobby, when you entered at 10, did you see anyone else in the apartment, and if so, who?",18,0,True,Bobby Herrerra,Bobby Herrerra,
thesis-pilot-passive-concealment-20260530T154051Z-r002,31,3,discussion,clue_integration,Bobby Herrerra,"I didn’t see anyone else inside when I walked in. The front door was already open and the hallway was empty. Pauline, did you leave the apartment alone after 9:15 or was someone with you?",35,0,True,Pauline Thompson,Pauline Thompson,Pauline Thompson
thesis-pilot-passive-concealment-20260530T154051Z-r002,32,3,discussion,clue_integration,Pauline Thompson,"I left alone. Margaret, did you have a key to the apartment?",12,0,True,Margaret Chun,Margaret Chun,Bobby Herrerra
thesis-pilot-passive-concealment-20260530T154051Z-r002,33,3,discussion,clue_integration,Margaret Chun,"Yes, I do have a key to the apartment, and I locked the bathroom door before I left.",18,0,False,,,Pauline Thompson
thesis-pilot-passive-concealment-20260530T154051Z-r002,34,3,discussion,clue_integration,Bobby Herrerra,"Harold, were you in the bathroom after 9:15?",8,0,True,Harold Chun,Harold Chun,
thesis-pilot-passive-concealment-20260530T154051Z-r002,35,3,discussion,clue_integration,Harold Chun,"No, I wasn’t in the bathroom after 9:15. Margaret, did you see Rick in the bathroom before you left?",19,0,True,Margaret Chun,Margaret Chun,Bobby Herrerra
thesis-pilot-passive-concealment-20260530T154051Z-r002,36,3,discussion,clue_integration,Margaret Chun,I didn’t see him in the bathroom. I left with Pauline around the same time.,15,0,False,,Pauline Thompson,Harold Chun
thesis-pilot-passive-concealment-20260530T154051Z-r002,37,3,discussion,clue_integration,Fiona McAllister,"Pauline, you said you left with Margaret at 9:15, but I didn't see that happen.",15,0,False,Pauline Thompson,Pauline Thompson|Margaret Chun,
thesis-pilot-passive-concealment-20260530T154051Z-r002,38,3,discussion,clue_integration,Pauline Thompson,"I left alone. Margaret was still at the party until about 10. Margaret, were you at the party at 9:15?",20,0,True,Margaret Chun,Margaret Chun,Fiona McAllister
thesis-pilot-passive-concealment-20260530T154051Z-r002,39,3,discussion,clue_integration,Margaret Chun,"Yes, I was still at the party at 9:15.",9,0,False,,,Pauline Thompson
thesis-pilot-passive-concealment-20260530T154051Z-r002,40,3,discussion,clue_integration,Louis Cagliostro,"Harold, where were you after 9:15?",6,0,True,Harold Chun,Harold Chun,
thesis-pilot-passive-concealment-20260530T154051Z-r002,41,3,discussion,clue_integration,Harold Chun,"I was in my office at the university, working late until about 2 p.m. Pauline, did you see anyone else in the apartment between 9:15 and 10?",27,0,True,Pauline Thompson,Pauline Thompson,Louis Cagliostro
thesis-pilot-passive-concealment-20260530T154051Z-r002,42,3,discussion,clue_integration,Pauline Thompson,"I didn't see anyone else in the apartment between 9:15 and 10. Margaret, who opened the front door after you left?",21,0,True,Margaret Chun,Margaret Chun,Harold Chun
thesis-pilot-passive-concealment-20260530T154051Z-r002,43,3,discussion,clue_integration,Margaret Chun,I opened it. I left the front door open because I thought I’d be back later.,16,0,False,,,Pauline Thompson
thesis-pilot-passive-concealment-20260530T154051Z-r002,44,3,discussion,clue_integration,Bobby Herrerra,"Fiona, were you alone with Rick in the bathroom after 9:15?",11,0,True,Fiona McAllister,Fiona McAllister,
thesis-pilot-passive-concealment-20260530T154051Z-r002,45,3,discussion,clue_integration,Fiona McAllister,"Bobby, no, I wasn’t alone with Rick in the bathroom after 9:15 – I left the apartment at 9:00. Pauline, you said you left with Margaret at 9:15, but I didn’t see that happen.",34,0,False,Bobby Herrerra,Bobby Herrerra|Pauline Thompson|Margaret Chun,Bobby Herrerra
thesis-pilot-passive-concealment-20260530T154051Z-r002,46,3,discussion,clue_integration,Bobby Herrerra,"Yeah, I left at 9:00, not with Rick. Pauline, you said you left with Margaret at 9:15, but I didn't see that happen.",23,0,False,Pauline Thompson,Pauline Thompson|Margaret Chun,Fiona McAllister
thesis-pilot-passive-concealment-20260530T154051Z-r002,47,4,discussion,contradiction_pressure,Pauline Thompson,"Margaret, did you open the front door after 9:15?",9,0,True,Margaret Chun,Margaret Chun,Bobby Herrerra
thesis-pilot-passive-concealment-20260530T154051Z-r002,48,4,discussion,contradiction_pressure,Margaret Chun,"Yes, I did open the front door after 9:15. I left it open because I thought I’d come back later, but I never did.",24,0,False,,,Pauline Thompson
thesis-pilot-passive-concealment-20260530T154051Z-r002,49,4,discussion,contradiction_pressure,Harold Chun,"Bobby, do you have a key to Rick's office?",9,0,True,Bobby Herrerra,Bobby Herrerra,
thesis-pilot-passive-concealment-20260530T154051Z-r002,50,4,discussion,contradiction_pressure,Bobby Herrerra,"No, I don’t have a key to his office, and I didn’t go into it after 9:15.",17,0,False,,,Harold Chun
thesis-pilot-passive-concealment-20260530T154051Z-r002,51,4,discussion,contradiction_pressure,Harold Chun,"Louis, do you have a key to Rick's apartment?",9,0,True,Louis Cagliostro,Louis Cagliostro,
thesis-pilot-passive-concealment-20260530T154051Z-r002,52,4,discussion,contradiction_pressure,Louis Cagliostro,"No, I don’t have a key. Only Margaret and Bobby have keys, so only they could have been inside after 9:15.",21,0,False,,Bobby Herrerra|Margaret Chun,Harold Chun
thesis-pilot-passive-concealment-20260530T154051Z-r002,53,4,discussion,contradiction_pressure,Bobby Herrerra,"Margaret, did you take Rick's marble paperweight from his office after 9:15?",12,0,True,Margaret Chun,Margaret Chun,
thesis-pilot-passive-concealment-20260530T154051Z-r002,54,4,discussion,contradiction_pressure,Margaret Chun,"No, I didn’t. Harold, did you take Rick’s marble paperweight from his office after 9:15?",15,0,True,Harold Chun,Harold Chun,Bobby Herrerra
thesis-pilot-passive-concealment-20260530T154051Z-r002,55,4,discussion,contradiction_pressure,Harold Chun,"No, I didn’t. Tim, did you have a key to Rick’s office after 9:15?",14,0,True,Tim Kane,Tim Kane,Margaret Chun
thesis-pilot-passive-concealment-20260530T154051Z-r002,56,4,discussion,contradiction_pressure,Tim Kane,"No, I didn’t have a key to his office after 9:15. I was still at the party.",17,0,False,,,Harold Chun
thesis-pilot-passive-concealment-20260530T154051Z-r002,57,4,discussion,contradiction_pressure,Pauline Thompson,"Margaret, did you have a key to Rick’s office after 9:15?",11,0,True,Margaret Chun,Margaret Chun,
thesis-pilot-passive-concealment-20260530T154051Z-r002,58,4,discussion,contradiction_pressure,Margaret Chun,"No, I didn’t have a key to Rick’s office after 9:15. I only had the apartment key, and I left the front door open because I thought I’d be back later.",31,0,False,,,Pauline Thompson
thesis-pilot-passive-concealment-20260530T154051Z-r002,59,4,discussion,contradiction_pressure,Bobby Herrerra,"No, I wasn’t alone with Rick in the bathroom after 9:15.",11,0,False,,,
thesis-pilot-passive-concealment-20260530T154051Z-r002,60,4,discussion,contradiction_pressure,Fiona McAllister,"Pauline, did you go into Rick's office before 9:15?",9,0,True,Pauline Thompson,Pauline Thompson,
thesis-pilot-passive-concealment-20260530T154051Z-r002,61,4,discussion,contradiction_pressure,Pauline Thompson,"Yes, I was in his office before 9:15 to grab the disk, then I left it there after the party.",20,0,False,,,Fiona McAllister
thesis-pilot-passive-concealment-20260530T154051Z-r002,62,4,discussion,contradiction_pressure,Harold Chun,"Margaret, did you ever take Rick's marble paperweight from his office before 9:15?",13,0,True,Margaret Chun,Margaret Chun,
thesis-pilot-passive-concealment-20260530T154051Z-r002,63,4,discussion,contradiction_pressure,Margaret Chun,"No, I didn’t. I only had the apartment key.",9,0,False,,,Harold Chun
thesis-pilot-passive-concealment-20260530T154051Z-r002,64,4,discussion,contradiction_pressure,Bobby Herrerra,"Louis, did you have a key to Rick’s office after 9:15?",11,0,True,Louis Cagliostro,Louis Cagliostro,
thesis-pilot-passive-concealment-20260530T154051Z-r002,65,4,discussion,contradiction_pressure,Louis Cagliostro,"No, I didn’t have a key to Rick’s office after 9:15. Only Margaret and Bobby had keys, so whoever used the paperweight must have accessed the office after that time.",30,0,False,,Bobby Herrerra|Margaret Chun,Bobby Herrerra
thesis-pilot-passive-concealment-20260530T154051Z-r002,66,4,discussion,contradiction_pressure,Harold Chun,"Pauline, did you go into the office after 9:15?",9,0,True,Pauline Thompson,Pauline Thompson,
thesis-pilot-passive-concealment-20260530T154051Z-r002,67,5,discussion,accusation_synthesis,Pauline Thompson,"No, I didn’t go into the office after 9:15. I left it there before the party ended.",17,0,False,,,Harold Chun
thesis-pilot-passive-concealment-20260530T154051Z-r002,68,5,discussion,accusation_synthesis,Fiona McAllister,"Pauline, did you take Rick's marble paperweight from his office before 9:15?",12,0,True,Pauline Thompson,Pauline Thompson,
thesis-pilot-passive-concealment-20260530T154051Z-r002,69,5,discussion,accusation_synthesis,Pauline Thompson,"No, I didn’t take it. I was only in the office to get the disk, I didn’t touch anything else.",20,0,False,,,Fiona McAllister
thesis-pilot-passive-concealment-20260530T154051Z-r002,70,5,discussion,accusation_synthesis,Margaret Chun,"Bobby, did you see Margaret leave the apartment after 9:15?",10,0,True,Bobby Herrerra,Bobby Herrerra,
thesis-pilot-passive-concealment-20260530T154051Z-r002,71,5,discussion,accusation_synthesis,Bobby Herrerra,"I didn’t see her leave after 9:15, Margaret. Margaret, did you take Rick’s marble paperweight from his office before 9:15?",20,0,True,Margaret Chun,Margaret Chun,Margaret Chun
thesis-pilot-passive-concealment-20260530T154051Z-r002,72,5,discussion,accusation_synthesis,Margaret Chun,"No, I didn’t take it before 9:15. I was in the office earlier, but I left the paperweight there and only came back with Pauline to get the disk.",29,0,False,,Pauline Thompson,Bobby Herrerra
thesis-pilot-passive-concealment-20260530T154051Z-r002,73,5,discussion,accusation_synthesis,Harold Chun,"Bobby, did you have a key to Rick’s office before 9:15?",11,0,True,Bobby Herrerra,Bobby Herrerra,
thesis-pilot-passive-concealment-20260530T154051Z-r002,74,5,discussion,accusation_synthesis,Bobby Herrerra,"No, I didn't have a key to Rick's office before 9:15. Pauline, did you take the marble paperweight from his office before 9:15?",23,0,True,Pauline Thompson,Pauline Thompson,Harold Chun
thesis-pilot-passive-concealment-20260530T154051Z-r002,75,5,discussion,accusation_synthesis,Pauline Thompson,"No, I didn’t take it. I was only in his office to grab the disk, and I left the paperweight exactly where I found it.",25,0,False,,,Bobby Herrerra
thesis-pilot-passive-concealment-20260530T154051Z-r002,76,5,discussion,accusation_synthesis,Louis Cagliostro,"Margaret, did you take the marble paperweight from Rick's office after 9:15?",12,0,True,Margaret Chun,Margaret Chun,
thesis-pilot-passive-concealment-20260530T154051Z-r002,77,5,discussion,accusation_synthesis,Margaret Chun,"No, I didn’t take it after 9:15.",7,0,False,,,Louis Cagliostro
thesis-pilot-passive-concealment-20260530T154051Z-r002,78,5,discussion,accusation_synthesis,Bobby Herrerra,"Margaret, were you alone with Rick in the bathroom after 9:15?",11,0,True,Margaret Chun,Margaret Chun,
thesis-pilot-passive-concealment-20260530T154051Z-r002,79,5,discussion,accusation_synthesis,Margaret Chun,"No, I wasn’t alone. I left with Pauline around 9:15 and didn’t go back in.",15,0,False,,Pauline Thompson,Bobby Herrerra
thesis-pilot-passive-concealment-20260530T154051Z-r002,80,5,discussion,accusation_synthesis,Fiona McAllister,"Louis, did you see the note that said Pay up or die?",12,0,True,Louis Cagliostro,Louis Cagliostro,
thesis-pilot-passive-concealment-20260530T154051Z-r002,81,5,discussion,accusation_synthesis,Louis Cagliostro,"I didn’t see it, but I know it was there. Bobby, did you take Rick’s marble paperweight from his office after 9:15?",22,0,True,Bobby Herrerra,Bobby Herrerra,Fiona McAllister
thesis-pilot-passive-concealment-20260530T154051Z-r002,82,5,discussion,accusation_synthesis,Bobby Herrerra,"No, I didn't take it after 9:15. Tim, did you have a key to Rick's office before 9:15?",18,0,True,Tim Kane,Tim Kane,Louis Cagliostro
thesis-pilot-passive-concealment-20260530T154051Z-r002,83,5,discussion,accusation_synthesis,Tim Kane,"No, I didn't have a key to Rick's office before 9:15. I was still in the party, just hanging around the hall with a few of the other students. I only had my own lab keys.",36,0,False,,,Bobby Herrerra
thesis-pilot-passive-concealment-20260530T154051Z-r002,84,5,discussion,accusation_synthesis,Harold Chun,"Bobby, did you take Rick's marble paperweight from his office after 9:15?",12,0,True,Bobby Herrerra,Bobby Herrerra,
thesis-pilot-passive-concealment-20260530T154051Z-r002,85,5,discussion,accusation_synthesis,Bobby Herrerra,"No, I didn't take it after 9:15. The note reading “Pay up or die!” was found near the body.",19,0,False,,,Harold Chun
thesis-pilot-passive-concealment-20260530T154051Z-r002,86,5,discussion,accusation_synthesis,Pauline Thompson,"Louis, you say you didn't see the note but you know it was there. How can that be?",18,0,True,Louis Cagliostro,Louis Cagliostro,
