turn,round,phase,speaker,target,response_to_speaker,is_direct_target,is_question,is_followup_question,is_justification_request,is_pressure_signal,is_mention,text
47,4,discussion,Pauline Thompson,Margaret Chun,Bobby Herrerra,True,True,False,False,False,True,"Margaret, did you open the front door after 9:15?"
49,4,discussion,Harold Chun,Bobby Herrerra,,True,True,True,False,False,True,"Bobby, do you have a key to Rick's office?"
51,4,discussion,Harold Chun,Louis Cagliostro,,True,True,False,False,False,True,"Louis, do you have a key to Rick's apartment?"
52,4,discussion,Louis Cagliostro,Bobby Herrerra,Harold Chun,False,False,False,False,False,True,"No, I don’t have a key. Only Margaret and Bobby have keys, so only they could have been inside after 9:15."
52,4,discussion,Louis Cagliostro,Margaret Chun,Harold Chun,False,False,False,False,False,True,"No, I don’t have a key. Only Margaret and Bobby have keys, so only they could have been inside after 9:15."
53,4,discussion,Bobby Herrerra,Margaret Chun,,True,True,False,False,False,True,"Margaret, did you take Rick's marble paperweight from his office after 9:15?"
54,4,discussion,Margaret Chun,Harold Chun,Bobby Herrerra,True,True,True,False,False,True,"No, I didn’t. Harold, did you take Rick’s marble paperweight from his office after 9:15?"
55,4,discussion,Harold Chun,Tim Kane,Margaret Chun,True,True,False,False,False,True,"No, I didn’t. Tim, did you have a key to Rick’s office after 9:15?"
57,4,discussion,Pauline Thompson,Margaret Chun,,True,True,True,False,False,True,"Margaret, did you have a key to Rick’s office after 9:15?"
60,4,discussion,Fiona McAllister,Pauline Thompson,,True,True,True,False,False,True,"Pauline, did you go into Rick's office before 9:15?"
62,4,discussion,Harold Chun,Margaret Chun,,True,True,False,False,False,True,"Margaret, did you ever take Rick's marble paperweight from his office before 9:15?"
64,4,discussion,Bobby Herrerra,Louis Cagliostro,,True,True,False,False,False,True,"Louis, did you have a key to Rick’s office after 9:15?"
65,4,discussion,Louis Cagliostro,Bobby Herrerra,Bobby Herrerra,False,False,False,False,False,True,"No, I didn’t have a key to Rick’s office after 9:15. Only Margaret and Bobby had keys, so whoever used the paperweight must have accessed the office after that time."
65,4,discussion,Louis Cagliostro,Margaret Chun,Bobby Herrerra,False,False,False,False,False,True,"No, I didn’t have a key to Rick’s office after 9:15. Only Margaret and Bobby had keys, so whoever used the paperweight must have accessed the office after that time."
66,4,discussion,Harold Chun,Pauline Thompson,,True,True,False,False,False,True,"Pauline, did you go into the office after 9:15?"
68,5,discussion,Fiona McAllister,Pauline Thompson,,True,True,True,False,False,True,"Pauline, did you take Rick's marble paperweight from his office before 9:15?"
70,5,discussion,Margaret Chun,Bobby Herrerra,,True,True,False,False,False,True,"Bobby, did you see Margaret leave the apartment after 9:15?"
71,5,discussion,Bobby Herrerra,Margaret Chun,Margaret Chun,True,True,True,False,False,True,"I didn’t see her leave after 9:15, Margaret. Margaret, did you take Rick’s marble paperweight from his office before 9:15?"
72,5,discussion,Margaret Chun,Pauline Thompson,Bobby Herrerra,False,False,False,False,False,True,"No, I didn’t take it before 9:15. I was in the office earlier, but I left the paperweight there and only came back with Pauline to get the disk."
73,5,discussion,Harold Chun,Bobby Herrerra,,True,True,True,False,False,True,"Bobby, did you have a key to Rick’s office before 9:15?"
74,5,discussion,Bobby Herrerra,Pauline Thompson,Harold Chun,True,True,False,False,False,True,"No, I didn't have a key to Rick's office before 9:15. Pauline, did you take the marble paperweight from his office before 9:15?"
76,5,discussion,Louis Cagliostro,Margaret Chun,,True,True,False,False,False,True,"Margaret, did you take the marble paperweight from Rick's office after 9:15?"
78,5,discussion,Bobby Herrerra,Margaret Chun,,True,True,True,False,False,True,"Margaret, were you alone with Rick in the bathroom after 9:15?"
79,5,discussion,Margaret Chun,Pauline Thompson,Bobby Herrerra,False,False,False,False,False,True,"No, I wasn’t alone. I left with Pauline around 9:15 and didn’t go back in."
80,5,discussion,Fiona McAllister,Louis Cagliostro,,True,True,False,False,False,True,"Louis, did you see the note that said Pay up or die?"
81,5,discussion,Louis Cagliostro,Bobby Herrerra,Fiona McAllister,True,True,True,False,False,True,"I didn’t see it, but I know it was there. Bobby, did you take Rick’s marble paperweight from his office after 9:15?"
82,5,discussion,Bobby Herrerra,Tim Kane,Louis Cagliostro,True,True,False,False,False,True,"No, I didn't take it after 9:15. Tim, did you have a key to Rick's office before 9:15?"
84,5,discussion,Harold Chun,Bobby Herrerra,,True,True,True,False,False,True,"Bobby, did you take Rick's marble paperweight from his office after 9:15?"
86,5,discussion,Pauline Thompson,Louis Cagliostro,,True,True,False,False,False,True,"Louis, you say you didn't see the note but you know it was there. How can that be?"
