run_id,round,stage,agent,suspect,suspicion_score,confidence_score,primary_reason,evidence_categories,strongest_supporting_fact,top_suspect,overall_uncertainty
thesis-pilot-passive-concealment-20260530T171350Z-r004,2,initial_framing,Tim Kane,Harold Chun,2,5,No reason provided.,alibi|behavior,No specific fact cited.,Pauline Thompson,6
thesis-pilot-passive-concealment-20260530T171350Z-r004,2,initial_framing,Tim Kane,Bobby Herrerra,4,5,No reason provided.,opportunity|alibi|behavior,No specific fact cited.,Pauline Thompson,6
thesis-pilot-passive-concealment-20260530T171350Z-r004,2,initial_framing,Tim Kane,Pauline Thompson,5,5,No reason provided.,opportunity|alibi|behavior,No specific fact cited.,Pauline Thompson,6
thesis-pilot-passive-concealment-20260530T171350Z-r004,2,initial_framing,Tim Kane,Louis Cagliostro,1,2,No reason provided.,,No specific fact cited.,Pauline Thompson,6
thesis-pilot-passive-concealment-20260530T171350Z-r004,2,initial_framing,Tim Kane,Margaret Chun,2,5,No reason provided.,alibi|behavior,No specific fact cited.,Pauline Thompson,6
thesis-pilot-passive-concealment-20260530T171350Z-r004,2,initial_framing,Tim Kane,Fiona McAllister,2,5,No reason provided.,alibi|behavior,No specific fact cited.,Pauline Thompson,6
thesis-pilot-passive-concealment-20260530T171350Z-r004,2,initial_framing,Pauline Thompson,Harold Chun,4,4,No reason provided.,opportunity|alibi|behavior,No specific fact cited.,Bobby Herrerra,5
thesis-pilot-passive-concealment-20260530T171350Z-r004,2,initial_framing,Pauline Thompson,Bobby Herrerra,6,5,No reason provided.,alibi|opportunity|behavior,No specific fact cited.,Bobby Herrerra,5
thesis-pilot-passive-concealment-20260530T171350Z-r004,2,initial_framing,Pauline Thompson,Louis Cagliostro,1,1,No reason provided.,none,No specific fact cited.,Bobby Herrerra,5
thesis-pilot-passive-concealment-20260530T171350Z-r004,2,initial_framing,Pauline Thompson,Tim Kane,2,3,No reason provided.,alibi|opportunity|timeline,No specific fact cited.,Bobby Herrerra,5
thesis-pilot-passive-concealment-20260530T171350Z-r004,2,initial_framing,Pauline Thompson,Margaret Chun,1,2,No reason provided.,alibi|opportunity,No specific fact cited.,Bobby Herrerra,5
thesis-pilot-passive-concealment-20260530T171350Z-r004,2,initial_framing,Pauline Thompson,Fiona McAllister,1,2,No reason provided.,alibi|opportunity,No specific fact cited.,Bobby Herrerra,5
thesis-pilot-passive-concealment-20260530T171350Z-r004,2,initial_framing,Margaret Chun,Harold Chun,2,3,No reason provided.,opportunity|behavior,No specific fact cited.,Pauline Thompson,7
thesis-pilot-passive-concealment-20260530T171350Z-r004,2,initial_framing,Margaret Chun,Bobby Herrerra,4,4,No reason provided.,behavior|contradiction,No specific fact cited.,Pauline Thompson,7
thesis-pilot-passive-concealment-20260530T171350Z-r004,2,initial_framing,Margaret Chun,Pauline Thompson,6,5,No reason provided.,timeline|behavior|opportunity,No specific fact cited.,Pauline Thompson,7
thesis-pilot-passive-concealment-20260530T171350Z-r004,2,initial_framing,Margaret Chun,Louis Cagliostro,1,2,No reason provided.,unknown,No specific fact cited.,Pauline Thompson,7
thesis-pilot-passive-concealment-20260530T171350Z-r004,2,initial_framing,Margaret Chun,Tim Kane,2,3,No reason provided.,opportunity|behavior,No specific fact cited.,Pauline Thompson,7
thesis-pilot-passive-concealment-20260530T171350Z-r004,2,initial_framing,Margaret Chun,Fiona McAllister,2,3,No reason provided.,opportunity|behavior,No specific fact cited.,Pauline Thompson,7
thesis-pilot-passive-concealment-20260530T171350Z-r004,2,initial_framing,Fiona McAllister,Harold Chun,4,3,No reason provided.,opportunity|alibi|behavior,No specific fact cited.,Pauline Thompson,6
thesis-pilot-passive-concealment-20260530T171350Z-r004,2,initial_framing,Fiona McAllister,Bobby Herrerra,5,4,No reason provided.,contradiction|opportunity|behavior,No specific fact cited.,Pauline Thompson,6
thesis-pilot-passive-concealment-20260530T171350Z-r004,2,initial_framing,Fiona McAllister,Pauline Thompson,7,5,No reason provided.,opportunity|behavior|contradiction,No specific fact cited.,Pauline Thompson,6
thesis-pilot-passive-concealment-20260530T171350Z-r004,2,initial_framing,Fiona McAllister,Louis Cagliostro,2,2,No reason provided.,unknown,No specific fact cited.,Pauline Thompson,6
thesis-pilot-passive-concealment-20260530T171350Z-r004,2,initial_framing,Fiona McAllister,Tim Kane,3,3,No reason provided.,opportunity|behavior,No specific fact cited.,Pauline Thompson,6
thesis-pilot-passive-concealment-20260530T171350Z-r004,2,initial_framing,Fiona McAllister,Margaret Chun,3,2,No reason provided.,alibi|behavior,No specific fact cited.,Pauline Thompson,6
thesis-pilot-passive-concealment-20260530T171350Z-r004,2,initial_framing,Louis Cagliostro,Harold Chun,2,4,No reason provided.,timeline|alibi|behavior,No specific fact cited.,Bobby Herrerra,6
thesis-pilot-passive-concealment-20260530T171350Z-r004,2,initial_framing,Louis Cagliostro,Bobby Herrerra,6,6,No reason provided.,means|opportunity|behavior|contradiction,No specific fact cited.,Bobby Herrerra,6
thesis-pilot-passive-concealment-20260530T171350Z-r004,2,initial_framing,Louis Cagliostro,Pauline Thompson,5,5,No reason provided.,behavior|timeline|contradiction,No specific fact cited.,Bobby Herrerra,6
thesis-pilot-passive-concealment-20260530T171350Z-r004,2,initial_framing,Louis Cagliostro,Tim Kane,3,4,No reason provided.,timeline|alibi|behavior,No specific fact cited.,Bobby Herrerra,6
thesis-pilot-passive-concealment-20260530T171350Z-r004,2,initial_framing,Louis Cagliostro,Margaret Chun,1,3,No reason provided.,timeline|alibi|behavior,No specific fact cited.,Bobby Herrerra,6
thesis-pilot-passive-concealment-20260530T171350Z-r004,2,initial_framing,Louis Cagliostro,Fiona McAllister,4,5,No reason provided.,means|opportunity|behavior,No specific fact cited.,Bobby Herrerra,6
thesis-pilot-passive-concealment-20260530T171350Z-r004,3,clue_integration,Margaret Chun,Harold Chun,4,4,No reason provided.,behavior,No specific fact cited.,Pauline Thompson,4
thesis-pilot-passive-concealment-20260530T171350Z-r004,3,clue_integration,Margaret Chun,Bobby Herrerra,6,5,No reason provided.,means|opportunity|behavior,No specific fact cited.,Pauline Thompson,4
thesis-pilot-passive-concealment-20260530T171350Z-r004,3,clue_integration,Margaret Chun,Pauline Thompson,9,9,No reason provided.,means|opportunity|timeline|behavior,No specific fact cited.,Pauline Thompson,4
thesis-pilot-passive-concealment-20260530T171350Z-r004,3,clue_integration,Margaret Chun,Louis Cagliostro,1,1,No reason provided.,behavior,No specific fact cited.,Pauline Thompson,4
thesis-pilot-passive-concealment-20260530T171350Z-r004,3,clue_integration,Margaret Chun,Tim Kane,3,3,No reason provided.,behavior,No specific fact cited.,Pauline Thompson,4
thesis-pilot-passive-concealment-20260530T171350Z-r004,3,clue_integration,Margaret Chun,Fiona McAllister,2,2,No reason provided.,behavior,No specific fact cited.,Pauline Thompson,4
thesis-pilot-passive-concealment-20260530T171350Z-r004,3,clue_integration,Harold Chun,Bobby Herrerra,9,8,No reason provided.,means|opportunity|timeline|behavior,No specific fact cited.,Bobby Herrerra,4
thesis-pilot-passive-concealment-20260530T171350Z-r004,3,clue_integration,Harold Chun,Pauline Thompson,5,6,No reason provided.,means|timeline|behavior,No specific fact cited.,Bobby Herrerra,4
thesis-pilot-passive-concealment-20260530T171350Z-r004,3,clue_integration,Harold Chun,Louis Cagliostro,2,3,No reason provided.,alibi,No specific fact cited.,Bobby Herrerra,4
thesis-pilot-passive-concealment-20260530T171350Z-r004,3,clue_integration,Harold Chun,Tim Kane,3,3,No reason provided.,alibi,No specific fact cited.,Bobby Herrerra,4
thesis-pilot-passive-concealment-20260530T171350Z-r004,3,clue_integration,Harold Chun,Margaret Chun,2,3,No reason provided.,alibi,No specific fact cited.,Bobby Herrerra,4
thesis-pilot-passive-concealment-20260530T171350Z-r004,3,clue_integration,Harold Chun,Fiona McAllister,2,3,No reason provided.,alibi,No specific fact cited.,Bobby Herrerra,4
thesis-pilot-passive-concealment-20260530T171350Z-r004,3,clue_integration,Bobby Herrerra,Harold Chun,3,4,No reason provided.,means|opportunity|alibi,No specific fact cited.,Pauline Thompson,6
thesis-pilot-passive-concealment-20260530T171350Z-r004,3,clue_integration,Bobby Herrerra,Pauline Thompson,9,8,No reason provided.,means|opportunity|contradiction|behavior,No specific fact cited.,Pauline Thompson,6
thesis-pilot-passive-concealment-20260530T171350Z-r004,3,clue_integration,Bobby Herrerra,Louis Cagliostro,2,3,No reason provided.,opportunity|alibi,No specific fact cited.,Pauline Thompson,6
thesis-pilot-passive-concealment-20260530T171350Z-r004,3,clue_integration,Bobby Herrerra,Tim Kane,2,3,No reason provided.,opportunity|alibi,No specific fact cited.,Pauline Thompson,6
thesis-pilot-passive-concealment-20260530T171350Z-r004,3,clue_integration,Bobby Herrerra,Margaret Chun,3,4,No reason provided.,opportunity|alibi,No specific fact cited.,Pauline Thompson,6
thesis-pilot-passive-concealment-20260530T171350Z-r004,3,clue_integration,Bobby Herrerra,Fiona McAllister,2,3,No reason provided.,opportunity|alibi,No specific fact cited.,Pauline Thompson,6
thesis-pilot-passive-concealment-20260530T171350Z-r004,3,clue_integration,Pauline Thompson,Harold Chun,4,5,No reason provided.,alibi|behavior,No specific fact cited.,Bobby Herrerra,3
thesis-pilot-passive-concealment-20260530T171350Z-r004,3,clue_integration,Pauline Thompson,Bobby Herrerra,8,8,No reason provided.,means|opportunity|contradiction|timeline|behavior,No specific fact cited.,Bobby Herrerra,3
thesis-pilot-passive-concealment-20260530T171350Z-r004,3,clue_integration,Pauline Thompson,Louis Cagliostro,2,3,No reason provided.,behavior,No specific fact cited.,Bobby Herrerra,3
thesis-pilot-passive-concealment-20260530T171350Z-r004,3,clue_integration,Pauline Thompson,Tim Kane,2,3,No reason provided.,alibi|behavior,No specific fact cited.,Bobby Herrerra,3
thesis-pilot-passive-concealment-20260530T171350Z-r004,3,clue_integration,Pauline Thompson,Margaret Chun,2,3,No reason provided.,alibi|behavior,No specific fact cited.,Bobby Herrerra,3
thesis-pilot-passive-concealment-20260530T171350Z-r004,3,clue_integration,Pauline Thompson,Fiona McAllister,2,3,No reason provided.,alibi|behavior,No specific fact cited.,Bobby Herrerra,3
thesis-pilot-passive-concealment-20260530T171350Z-r004,3,clue_integration,Tim Kane,Harold Chun,3,4,No reason provided.,alibi|behavior|timeline,No specific fact cited.,Pauline Thompson,5
thesis-pilot-passive-concealment-20260530T171350Z-r004,3,clue_integration,Tim Kane,Bobby Herrerra,6,5,No reason provided.,contradiction|timeline|behavior|alibi,No specific fact cited.,Pauline Thompson,5
thesis-pilot-passive-concealment-20260530T171350Z-r004,3,clue_integration,Tim Kane,Pauline Thompson,9,8,No reason provided.,contradiction|timeline|behavior|alibi|means,No specific fact cited.,Pauline Thompson,5
thesis-pilot-passive-concealment-20260530T171350Z-r004,3,clue_integration,Tim Kane,Louis Cagliostro,1,2,No reason provided.,behavior|alibi,No specific fact cited.,Pauline Thompson,5
thesis-pilot-passive-concealment-20260530T171350Z-r004,3,clue_integration,Tim Kane,Margaret Chun,2,3,No reason provided.,alibi|behavior|timeline,No specific fact cited.,Pauline Thompson,5
thesis-pilot-passive-concealment-20260530T171350Z-r004,3,clue_integration,Tim Kane,Fiona McAllister,2,3,No reason provided.,behavior|alibi,No specific fact cited.,Pauline Thompson,5
thesis-pilot-passive-concealment-20260530T171350Z-r004,3,clue_integration,Louis Cagliostro,Harold Chun,2,3,No reason provided.,means|opportunity|behavior,No specific fact cited.,Bobby Herrerra,4
thesis-pilot-passive-concealment-20260530T171350Z-r004,3,clue_integration,Louis Cagliostro,Bobby Herrerra,8,7,No reason provided.,contradiction|means|opportunity|behavior,No specific fact cited.,Bobby Herrerra,4
thesis-pilot-passive-concealment-20260530T171350Z-r004,3,clue_integration,Louis Cagliostro,Pauline Thompson,5,5,No reason provided.,means|opportunity|behavior,No specific fact cited.,Bobby Herrerra,4
thesis-pilot-passive-concealment-20260530T171350Z-r004,3,clue_integration,Louis Cagliostro,Tim Kane,2,3,No reason provided.,alibi|timeline,No specific fact cited.,Bobby Herrerra,4
thesis-pilot-passive-concealment-20260530T171350Z-r004,3,clue_integration,Louis Cagliostro,Margaret Chun,2,3,No reason provided.,alibi|timeline,No specific fact cited.,Bobby Herrerra,4
thesis-pilot-passive-concealment-20260530T171350Z-r004,3,clue_integration,Louis Cagliostro,Fiona McAllister,1,2,No reason provided.,alibi|timeline,No specific fact cited.,Bobby Herrerra,4
thesis-pilot-passive-concealment-20260530T171350Z-r004,3,clue_integration,Fiona McAllister,Harold Chun,2,2,No reason provided.,behavior,No specific fact cited.,Pauline Thompson,4
thesis-pilot-passive-concealment-20260530T171350Z-r004,3,clue_integration,Fiona McAllister,Bobby Herrerra,8,6,No reason provided.,means|opportunity|behavior,No specific fact cited.,Pauline Thompson,4
thesis-pilot-passive-concealment-20260530T171350Z-r004,3,clue_integration,Fiona McAllister,Pauline Thompson,9,8,No reason provided.,means|opportunity|contradiction|behavior,No specific fact cited.,Pauline Thompson,4
thesis-pilot-passive-concealment-20260530T171350Z-r004,3,clue_integration,Fiona McAllister,Louis Cagliostro,1,1,No reason provided.,behavior,No specific fact cited.,Pauline Thompson,4
thesis-pilot-passive-concealment-20260530T171350Z-r004,3,clue_integration,Fiona McAllister,Tim Kane,2,2,No reason provided.,behavior,No specific fact cited.,Pauline Thompson,4
thesis-pilot-passive-concealment-20260530T171350Z-r004,3,clue_integration,Fiona McAllister,Margaret Chun,2,2,No reason provided.,behavior,No specific fact cited.,Pauline Thompson,4
thesis-pilot-passive-concealment-20260530T171350Z-r004,4,contradiction_pressure,Tim Kane,Harold Chun,4,5,No reason provided.,opportunity|behavior,No specific fact cited.,Bobby Herrerra,6
thesis-pilot-passive-concealment-20260530T171350Z-r004,4,contradiction_pressure,Tim Kane,Bobby Herrerra,8,7,No reason provided.,opportunity|means|timeline|behavior,No specific fact cited.,Bobby Herrerra,6
thesis-pilot-passive-concealment-20260530T171350Z-r004,4,contradiction_pressure,Tim Kane,Pauline Thompson,5,6,No reason provided.,opportunity|means,No specific fact cited.,Bobby Herrerra,6
thesis-pilot-passive-concealment-20260530T171350Z-r004,4,contradiction_pressure,Tim Kane,Louis Cagliostro,2,3,No reason provided.,behavior,No specific fact cited.,Bobby Herrerra,6
thesis-pilot-passive-concealment-20260530T171350Z-r004,4,contradiction_pressure,Tim Kane,Margaret Chun,3,4,No reason provided.,alibi,No specific fact cited.,Bobby Herrerra,6
thesis-pilot-passive-concealment-20260530T171350Z-r004,4,contradiction_pressure,Tim Kane,Fiona McAllister,4,5,No reason provided.,behavior,No specific fact cited.,Bobby Herrerra,6
thesis-pilot-passive-concealment-20260530T171350Z-r004,4,contradiction_pressure,Harold Chun,Bobby Herrerra,9,7,No reason provided.,means|opportunity|timeline,No specific fact cited.,Bobby Herrerra,2
thesis-pilot-passive-concealment-20260530T171350Z-r004,4,contradiction_pressure,Harold Chun,Pauline Thompson,2,4,No reason provided.,timeline|alibi,No specific fact cited.,Bobby Herrerra,2
thesis-pilot-passive-concealment-20260530T171350Z-r004,4,contradiction_pressure,Harold Chun,Louis Cagliostro,1,3,No reason provided.,means|opportunity,No specific fact cited.,Bobby Herrerra,2
thesis-pilot-passive-concealment-20260530T171350Z-r004,4,contradiction_pressure,Harold Chun,Tim Kane,2,3,No reason provided.,timeline|alibi,No specific fact cited.,Bobby Herrerra,2
thesis-pilot-passive-concealment-20260530T171350Z-r004,4,contradiction_pressure,Harold Chun,Margaret Chun,1,2,No reason provided.,timeline|alibi,No specific fact cited.,Bobby Herrerra,2
thesis-pilot-passive-concealment-20260530T171350Z-r004,4,contradiction_pressure,Harold Chun,Fiona McAllister,1,3,No reason provided.,timeline|alibi,No specific fact cited.,Bobby Herrerra,2
thesis-pilot-passive-concealment-20260530T171350Z-r004,4,contradiction_pressure,Pauline Thompson,Harold Chun,2,2,No reason provided.,behavior|opportunity|motive,No specific fact cited.,Bobby Herrerra,4
thesis-pilot-passive-concealment-20260530T171350Z-r004,4,contradiction_pressure,Pauline Thompson,Bobby Herrerra,9,8,No reason provided.,means|opportunity|contradiction|behavior,No specific fact cited.,Bobby Herrerra,4
thesis-pilot-passive-concealment-20260530T171350Z-r004,4,contradiction_pressure,Pauline Thompson,Louis Cagliostro,1,1,No reason provided.,behavior|motive,No specific fact cited.,Bobby Herrerra,4
thesis-pilot-passive-concealment-20260530T171350Z-r004,4,contradiction_pressure,Pauline Thompson,Tim Kane,3,4,No reason provided.,means|timeline|motive,No specific fact cited.,Bobby Herrerra,4
thesis-pilot-passive-concealment-20260530T171350Z-r004,4,contradiction_pressure,Pauline Thompson,Margaret Chun,1,1,No reason provided.,behavior|motive,No specific fact cited.,Bobby Herrerra,4
thesis-pilot-passive-concealment-20260530T171350Z-r004,4,contradiction_pressure,Pauline Thompson,Fiona McAllister,1,1,No reason provided.,behavior|motive,No specific fact cited.,Bobby Herrerra,4
thesis-pilot-passive-concealment-20260530T171350Z-r004,4,contradiction_pressure,Bobby Herrerra,Harold Chun,2,2,No reason provided.,opportunity|behavior,No specific fact cited.,Pauline Thompson,4
thesis-pilot-passive-concealment-20260530T171350Z-r004,4,contradiction_pressure,Bobby Herrerra,Pauline Thompson,8,6,No reason provided.,means|opportunity|contradiction|behavior,No specific fact cited.,Pauline Thompson,4
thesis-pilot-passive-concealment-20260530T171350Z-r004,4,contradiction_pressure,Bobby Herrerra,Louis Cagliostro,1,1,No reason provided.,behavior,No specific fact cited.,Pauline Thompson,4
thesis-pilot-passive-concealment-20260530T171350Z-r004,4,contradiction_pressure,Bobby Herrerra,Tim Kane,2,2,No reason provided.,opportunity|behavior,No specific fact cited.,Pauline Thompson,4
thesis-pilot-passive-concealment-20260530T171350Z-r004,4,contradiction_pressure,Bobby Herrerra,Margaret Chun,2,2,No reason provided.,opportunity|behavior,No specific fact cited.,Pauline Thompson,4
thesis-pilot-passive-concealment-20260530T171350Z-r004,4,contradiction_pressure,Bobby Herrerra,Fiona McAllister,2,2,No reason provided.,opportunity|behavior,No specific fact cited.,Pauline Thompson,4
thesis-pilot-passive-concealment-20260530T171350Z-r004,4,contradiction_pressure,Louis Cagliostro,Harold Chun,3,3,No reason provided.,means,No specific fact cited.,Bobby Herrerra,3
thesis-pilot-passive-concealment-20260530T171350Z-r004,4,contradiction_pressure,Louis Cagliostro,Bobby Herrerra,9,8,No reason provided.,means|opportunity|contradiction|behavior,No specific fact cited.,Bobby Herrerra,3
thesis-pilot-passive-concealment-20260530T171350Z-r004,4,contradiction_pressure,Louis Cagliostro,Pauline Thompson,2,4,No reason provided.,means|opportunity,No specific fact cited.,Bobby Herrerra,3
thesis-pilot-passive-concealment-20260530T171350Z-r004,4,contradiction_pressure,Louis Cagliostro,Tim Kane,2,3,No reason provided.,means|opportunity,No specific fact cited.,Bobby Herrerra,3
thesis-pilot-passive-concealment-20260530T171350Z-r004,4,contradiction_pressure,Louis Cagliostro,Margaret Chun,1,2,No reason provided.,means,No specific fact cited.,Bobby Herrerra,3
thesis-pilot-passive-concealment-20260530T171350Z-r004,4,contradiction_pressure,Louis Cagliostro,Fiona McAllister,1,2,No reason provided.,means,No specific fact cited.,Bobby Herrerra,3
thesis-pilot-passive-concealment-20260530T171350Z-r004,4,contradiction_pressure,Fiona McAllister,Harold Chun,4,4,No reason provided.,behavior|timeline,No specific fact cited.,Pauline Thompson,5
thesis-pilot-passive-concealment-20260530T171350Z-r004,4,contradiction_pressure,Fiona McAllister,Bobby Herrerra,8,6,No reason provided.,opportunity|contradiction|behavior|timeline,No specific fact cited.,Pauline Thompson,5
thesis-pilot-passive-concealment-20260530T171350Z-r004,4,contradiction_pressure,Fiona McAllister,Pauline Thompson,9,7,No reason provided.,means|opportunity|motivation|behavior|timeline,No specific fact cited.,Pauline Thompson,5
thesis-pilot-passive-concealment-20260530T171350Z-r004,4,contradiction_pressure,Fiona McAllister,Louis Cagliostro,2,3,No reason provided.,behavior|timeline,No specific fact cited.,Pauline Thompson,5
thesis-pilot-passive-concealment-20260530T171350Z-r004,4,contradiction_pressure,Fiona McAllister,Tim Kane,7,6,No reason provided.,means|opportunity|contradiction|behavior|timeline,No specific fact cited.,Pauline Thompson,5
thesis-pilot-passive-concealment-20260530T171350Z-r004,4,contradiction_pressure,Fiona McAllister,Margaret Chun,3,3,No reason provided.,behavior|timeline,No specific fact cited.,Pauline Thompson,5
thesis-pilot-passive-concealment-20260530T171350Z-r004,4,contradiction_pressure,Margaret Chun,Harold Chun,2,3,No reason provided.,opportunity|behavior,No specific fact cited.,Bobby Herrerra,4
thesis-pilot-passive-concealment-20260530T171350Z-r004,4,contradiction_pressure,Margaret Chun,Bobby Herrerra,9,8,No reason provided.,means|opportunity|contradiction,No specific fact cited.,Bobby Herrerra,4
thesis-pilot-passive-concealment-20260530T171350Z-r004,4,contradiction_pressure,Margaret Chun,Pauline Thompson,8,7,No reason provided.,means|opportunity|contradiction,No specific fact cited.,Bobby Herrerra,4
thesis-pilot-passive-concealment-20260530T171350Z-r004,4,contradiction_pressure,Margaret Chun,Louis Cagliostro,1,2,No reason provided.,opportunity,No specific fact cited.,Bobby Herrerra,4
thesis-pilot-passive-concealment-20260530T171350Z-r004,4,contradiction_pressure,Margaret Chun,Tim Kane,4,5,No reason provided.,means|opportunity,No specific fact cited.,Bobby Herrerra,4
thesis-pilot-passive-concealment-20260530T171350Z-r004,4,contradiction_pressure,Margaret Chun,Fiona McAllister,2,3,No reason provided.,opportunity|behavior,No specific fact cited.,Bobby Herrerra,4
thesis-pilot-passive-concealment-20260530T171350Z-r004,5,accusation_synthesis,Tim Kane,Harold Chun,7,6,No reason provided.,means|opportunity|behavior|timeline,No specific fact cited.,Bobby Herrerra,5
thesis-pilot-passive-concealment-20260530T171350Z-r004,5,accusation_synthesis,Tim Kane,Bobby Herrerra,9,8,No reason provided.,contradiction|behavior|opportunity|timeline,No specific fact cited.,Bobby Herrerra,5
thesis-pilot-passive-concealment-20260530T171350Z-r004,5,accusation_synthesis,Tim Kane,Pauline Thompson,6,5,No reason provided.,means|opportunity|behavior|timeline,No specific fact cited.,Bobby Herrerra,5
thesis-pilot-passive-concealment-20260530T171350Z-r004,5,accusation_synthesis,Tim Kane,Louis Cagliostro,4,4,No reason provided.,means|opportunity|behavior,No specific fact cited.,Bobby Herrerra,5
thesis-pilot-passive-concealment-20260530T171350Z-r004,5,accusation_synthesis,Tim Kane,Margaret Chun,2,3,No reason provided.,alibi|timeline,No specific fact cited.,Bobby Herrerra,5
thesis-pilot-passive-concealment-20260530T171350Z-r004,5,accusation_synthesis,Tim Kane,Fiona McAllister,3,4,No reason provided.,behavior|timeline,No specific fact cited.,Bobby Herrerra,5
thesis-pilot-passive-concealment-20260530T171350Z-r004,5,accusation_synthesis,Pauline Thompson,Harold Chun,6,5,No reason provided.,means|opportunity,No specific fact cited.,Bobby Herrerra,3
thesis-pilot-passive-concealment-20260530T171350Z-r004,5,accusation_synthesis,Pauline Thompson,Bobby Herrerra,9,7,No reason provided.,opportunity|behavior|contradiction|timeline,No specific fact cited.,Bobby Herrerra,3
thesis-pilot-passive-concealment-20260530T171350Z-r004,5,accusation_synthesis,Pauline Thompson,Louis Cagliostro,4,4,No reason provided.,means|opportunity|timeline,No specific fact cited.,Bobby Herrerra,3
thesis-pilot-passive-concealment-20260530T171350Z-r004,5,accusation_synthesis,Pauline Thompson,Tim Kane,5,4,No reason provided.,opportunity|behavior|contradiction|timeline,No specific fact cited.,Bobby Herrerra,3
thesis-pilot-passive-concealment-20260530T171350Z-r004,5,accusation_synthesis,Pauline Thompson,Margaret Chun,2,3,No reason provided.,alibi|behavior,No specific fact cited.,Bobby Herrerra,3
thesis-pilot-passive-concealment-20260530T171350Z-r004,5,accusation_synthesis,Pauline Thompson,Fiona McAllister,3,3,No reason provided.,alibi|behavior,No specific fact cited.,Bobby Herrerra,3
thesis-pilot-passive-concealment-20260530T171350Z-r004,5,accusation_synthesis,Bobby Herrerra,Harold Chun,7,6,No reason provided.,means|opportunity|contradiction|behavior,No specific fact cited.,Pauline Thompson,4
thesis-pilot-passive-concealment-20260530T171350Z-r004,5,accusation_synthesis,Bobby Herrerra,Pauline Thompson,8,8,No reason provided.,means|opportunity|behavior|timeline,No specific fact cited.,Pauline Thompson,4
thesis-pilot-passive-concealment-20260530T171350Z-r004,5,accusation_synthesis,Bobby Herrerra,Louis Cagliostro,3,3,No reason provided.,means|behavior,No specific fact cited.,Pauline Thompson,4
