run_id,turn,round,phase,stage,speaker,text,word_count,disfluency_count,is_question,addressed_to,mentioned_agents,response_to_speaker
thesis-pilot-passive-concealment-20260530T171350Z-r004,27,3,discussion,clue_integration,Pauline Thompson,"Bobby, what time did you leave the apartment after Rick was found?",12,0,True,Bobby Herrerra,Bobby Herrerra,Margaret Chun
thesis-pilot-passive-concealment-20260530T171350Z-r004,28,3,discussion,clue_integration,Bobby Herrerra,"I left at about 9:04, right after the body was found. Margaret, were you in the apartment at that time?",20,0,True,Margaret Chun,Margaret Chun,Pauline Thompson
thesis-pilot-passive-concealment-20260530T171350Z-r004,29,3,discussion,clue_integration,Margaret Chun,"No, I wasn’t in the apartment when the body was found—I was still at the party, at the bar.",19,0,False,,,Bobby Herrerra
thesis-pilot-passive-concealment-20260530T171350Z-r004,30,3,discussion,clue_integration,Harold Chun,"Tim, what time did you leave the party?",8,0,True,Tim Kane,Tim Kane,
thesis-pilot-passive-concealment-20260530T171350Z-r004,31,3,discussion,clue_integration,Tim Kane,"I left the party around nine‑ten, right after I'd finished chatting with Professor Chun and Margaret at the bar.",19,0,False,,Harold Chun|Margaret Chun,Harold Chun
thesis-pilot-passive-concealment-20260530T171350Z-r004,32,3,discussion,clue_integration,Fiona McAllister,"Bobby, did you have a key to Rick's apartment?",9,0,True,Bobby Herrerra,Bobby Herrerra,
thesis-pilot-passive-concealment-20260530T171350Z-r004,33,3,discussion,clue_integration,Bobby Herrerra,"Yes, I had a key. Pauline, what time did you leave the apartment after the body was found?",18,0,True,Pauline Thompson,Pauline Thompson,Fiona McAllister
thesis-pilot-passive-concealment-20260530T171350Z-r004,34,3,discussion,clue_integration,Pauline Thompson,I left at 9:03. I saw the bathroom door left slightly ajar after I stepped out.,16,0,False,,,Bobby Herrerra
thesis-pilot-passive-concealment-20260530T171350Z-r004,35,3,discussion,clue_integration,Margaret Chun,"Pauline, at what time did you first notice Rick in the bathroom?",12,0,True,Pauline Thompson,Pauline Thompson,
thesis-pilot-passive-concealment-20260530T171350Z-r004,36,3,discussion,clue_integration,Pauline Thompson,"I first saw Rick in the bathroom at 9:02, just before I left at 9:03. Harold, you said you were still at the party until 9:10—did you see the bathroom door close after you left?",35,0,True,Harold Chun,Harold Chun,Margaret Chun
thesis-pilot-passive-concealment-20260530T171350Z-r004,37,3,discussion,clue_integration,Harold Chun,"No, I didn't see the door close after I left, but Bobby, did you see the bathroom door close after you entered?",22,0,True,Bobby Herrerra,Bobby Herrerra,Pauline Thompson
thesis-pilot-passive-concealment-20260530T171350Z-r004,38,3,discussion,clue_integration,Bobby Herrerra,I saw it close right after I walked in. No one else was there.,14,0,False,,,Harold Chun
thesis-pilot-passive-concealment-20260530T171350Z-r004,39,3,discussion,clue_integration,Louis Cagliostro,"Bobby, did you see Rick's body when you left the apartment at 9:04?",13,0,True,Bobby Herrerra,Bobby Herrerra,
thesis-pilot-passive-concealment-20260530T171350Z-r004,40,3,discussion,clue_integration,Bobby Herrerra,"No, I didn't see the body. Pauline, do you have a key to Rick's apartment?",15,0,True,Pauline Thompson,Pauline Thompson,Louis Cagliostro
thesis-pilot-passive-concealment-20260530T171350Z-r004,41,3,discussion,clue_integration,Pauline Thompson,"Yes, I had a key; I handed it back to Rick before I left. I left the bathroom door slightly ajar as I stepped out.",25,0,False,,,Bobby Herrerra
thesis-pilot-passive-concealment-20260530T171350Z-r004,42,3,discussion,clue_integration,Margaret Chun,"Pauline, at what exact time did you see Rick’s body in the bathroom?",13,0,True,Pauline Thompson,Pauline Thompson,
thesis-pilot-passive-concealment-20260530T171350Z-r004,43,3,discussion,clue_integration,Pauline Thompson,"I saw the body at 9:02. Bobby, did you notice the bathroom door close after you left?",17,0,True,Bobby Herrerra,Bobby Herrerra,Margaret Chun
thesis-pilot-passive-concealment-20260530T171350Z-r004,44,3,discussion,clue_integration,Bobby Herrerra,"Yeah, I saw the bathroom door slam shut as I walked in, Pauline. Did you have a key when you left the apartment at 9:03?",25,0,True,,Pauline Thompson,Pauline Thompson
thesis-pilot-passive-concealment-20260530T171350Z-r004,45,3,discussion,clue_integration,Pauline Thompson,"Yes, I had a key. Bobby, did you see the bathroom door close after you left the apartment at 9:04?",20,0,True,Bobby Herrerra,Bobby Herrerra,Bobby Herrerra
thesis-pilot-passive-concealment-20260530T171350Z-r004,46,3,discussion,clue_integration,Bobby Herrerra,"No, I didn’t see the door close after I left. Fiona, did you see anyone enter the apartment after you left?",21,0,True,Fiona McAllister,Fiona McAllister,Pauline Thompson
thesis-pilot-passive-concealment-20260530T171350Z-r004,47,4,discussion,contradiction_pressure,Fiona McAllister,"No, I didn’t see anyone come in after I left. I had the key, but no one else stepped in.",20,0,False,,,Bobby Herrerra
thesis-pilot-passive-concealment-20260530T171350Z-r004,48,4,discussion,contradiction_pressure,Harold Chun,"Bobby, did you hand the key back to Rick before you left the apartment?",14,0,True,Bobby Herrerra,Bobby Herrerra,
thesis-pilot-passive-concealment-20260530T171350Z-r004,49,4,discussion,contradiction_pressure,Bobby Herrerra,"No, I didn’t hand it back. I kept the key until I left.",13,0,False,,,Harold Chun
thesis-pilot-passive-concealment-20260530T171350Z-r004,50,4,discussion,contradiction_pressure,Louis Cagliostro,"Bobby, did you use your key to enter the apartment after 9:00?",12,0,True,Bobby Herrerra,Bobby Herrerra,
thesis-pilot-passive-concealment-20260530T171350Z-r004,51,4,discussion,contradiction_pressure,Bobby Herrerra,"Yes, I used the key to get back in at 9:04, right after the body was found. I didn’t see who did it. Pauline, did anyone else enter the apartment after you left?",33,0,True,Pauline Thompson,Pauline Thompson,Louis Cagliostro
thesis-pilot-passive-concealment-20260530T171350Z-r004,52,4,discussion,contradiction_pressure,Pauline Thompson,"No, nobody else came in after I left. I left at 9:03, saw the bathroom door slightly ajar, and didn't see anyone else enter. I also handed the key back to Rick before I left the apartment.",37,0,False,,,Bobby Herrerra
thesis-pilot-passive-concealment-20260530T171350Z-r004,53,4,discussion,contradiction_pressure,Margaret Chun,"Bobby, did you take Rick’s marble paperweight from his office before you left the apartment at 9:04?",17,0,True,Bobby Herrerra,Bobby Herrerra,
thesis-pilot-passive-concealment-20260530T171350Z-r004,54,4,discussion,contradiction_pressure,Bobby Herrerra,"I didn’t take it. Pauline, did you have the key when you left?",13,0,True,Pauline Thompson,Pauline Thompson,Margaret Chun
thesis-pilot-passive-concealment-20260530T171350Z-r004,55,4,discussion,contradiction_pressure,Pauline Thompson,"Yes, I had the key and I handed it back to Rick before I left. I didn’t take the paperweight either.",21,0,False,,,Bobby Herrerra
thesis-pilot-passive-concealment-20260530T171350Z-r004,56,4,discussion,contradiction_pressure,Harold Chun,"Bobby, did you take Rick’s marble paperweight from his office when you re-entered at 9:04?",15,0,True,Bobby Herrerra,Bobby Herrerra,
thesis-pilot-passive-concealment-20260530T171350Z-r004,57,4,discussion,contradiction_pressure,Bobby Herrerra,"No, I didn’t take it. It was still on his desk when I left.",14,0,False,,,Harold Chun
thesis-pilot-passive-concealment-20260530T171350Z-r004,58,4,discussion,contradiction_pressure,Louis Cagliostro,"Bobby, if you didn't take the marble paperweight, how did the murder weapon come from Rick's office?",17,0,True,Bobby Herrerra,Bobby Herrerra,
thesis-pilot-passive-concealment-20260530T171350Z-r004,59,4,discussion,contradiction_pressure,Bobby Herrerra,I didn’t take it. I just passed through Rick’s office at 9:04 and saw the paperweight on his desk – I didn’t touch it. The only way the murder weapon could have come from his office is if someone else had access there.,43,0,False,,,Louis Cagliostro
thesis-pilot-passive-concealment-20260530T171350Z-r004,60,4,discussion,contradiction_pressure,Fiona McAllister,"Tim, did you ever go into Rick’s office before 9:00?",10,0,True,Tim Kane,Tim Kane,
thesis-pilot-passive-concealment-20260530T171350Z-r004,61,4,discussion,contradiction_pressure,Tim Kane,"Yes, I was in Rick’s office before 9:00. I just wanted to look over some of his data for my own work, nothing more.",24,0,False,,,Fiona McAllister
thesis-pilot-passive-concealment-20260530T171350Z-r004,62,4,discussion,contradiction_pressure,Margaret Chun,"Bobby, did you take Rick’s marble paperweight from his office before you left the apartment at 9:04?",17,0,True,Bobby Herrerra,Bobby Herrerra,
thesis-pilot-passive-concealment-20260530T171350Z-r004,63,4,discussion,contradiction_pressure,Bobby Herrerra,"No, I didn't take it. Tim, did you use your key to get into Rick's office after 9:00?",18,0,True,Tim Kane,Tim Kane,Margaret Chun
thesis-pilot-passive-concealment-20260530T171350Z-r004,64,4,discussion,contradiction_pressure,Tim Kane,"No, I didn’t use my key after 9:00. I was still at the party, just chatting with Prof. Chun. By the way, Bobby, did you notice the stairwell after you left the party?",33,0,True,Bobby Herrerra,Bobby Herrerra,Bobby Herrerra
thesis-pilot-passive-concealment-20260530T171350Z-r004,65,4,discussion,contradiction_pressure,Bobby Herrerra,"I did notice the stairwell after I left the party – it was empty, no one crossing. Fiona, did you see anyone in the stairwell after you left the party?",30,0,True,Fiona McAllister,Fiona McAllister,Tim Kane
thesis-pilot-passive-concealment-20260530T171350Z-r004,66,4,discussion,contradiction_pressure,Fiona McAllister,"No, I didn’t see anyone in the stairwell after I left the party. Tim, did you take the marble paperweight from Rick’s office before you left the apartment?",28,0,True,Tim Kane,Tim Kane,Bobby Herrerra
thesis-pilot-passive-concealment-20260530T171350Z-r004,67,5,discussion,accusation_synthesis,Tim Kane,"No, I didn’t take it. I was still at the party, just chatting with Prof. Chun, and I left before I got into the apartment.",25,0,False,,,Fiona McAllister
thesis-pilot-passive-concealment-20260530T171350Z-r004,68,5,discussion,accusation_synthesis,Harold Chun,"Louis, did you have a key to the apartment?",9,0,True,Louis Cagliostro,Louis Cagliostro,
thesis-pilot-passive-concealment-20260530T171350Z-r004,69,5,discussion,accusation_synthesis,Louis Cagliostro,"Yes, I had a key. I left it on the counter when I stepped out at 9:15.",17,0,False,,,Harold Chun
thesis-pilot-passive-concealment-20260530T171350Z-r004,70,5,discussion,accusation_synthesis,Pauline Thompson,"Bobby, you re-entered the apartment at 9:04 after the body was found—what was your reason for coming back in?",19,0,True,Bobby Herrerra,Bobby Herrerra,
thesis-pilot-passive-concealment-20260530T171350Z-r004,71,5,discussion,accusation_synthesis,Bobby Herrerra,"I just went back to grab my keys and make sure nobody was still in there. Louis, did you go into Rick’s office after 9:04?",25,0,True,Louis Cagliostro,Louis Cagliostro,Pauline Thompson
thesis-pilot-passive-concealment-20260530T171350Z-r004,72,5,discussion,accusation_synthesis,Louis Cagliostro,"No, I didn't go into the office after 9:04. Bobby, did you see the note near the body?",18,0,True,Bobby Herrerra,Bobby Herrerra,Bobby Herrerra
thesis-pilot-passive-concealment-20260530T171350Z-r004,73,5,discussion,accusation_synthesis,Bobby Herrerra,"No, I didn’t see the note. Harold, did you use your key to get into Rick’s office after 9:00?",19,0,True,Harold Chun,Harold Chun,Louis Cagliostro
thesis-pilot-passive-concealment-20260530T171350Z-r004,74,5,discussion,accusation_synthesis,Harold Chun,"Yes, I did. Tim, did you see anyone else enter the apartment after 9:07?",14,0,True,Tim Kane,Tim Kane,Bobby Herrerra
thesis-pilot-passive-concealment-20260530T171350Z-r004,75,5,discussion,accusation_synthesis,Tim Kane,"No, I didn’t see anyone else come in after 9:07. I was still in the apartment, going over my notes, until about 9:10 before I headed back to the party.",30,0,False,,,Harold Chun
thesis-pilot-passive-concealment-20260530T171350Z-r004,76,5,discussion,accusation_synthesis,Harold Chun,"Harold, did you leave the “Pay up or die!” note near the body?",13,0,True,,,
thesis-pilot-passive-concealment-20260530T171350Z-r004,77,5,discussion,accusation_synthesis,Fiona McAllister,"Tim, did you notice that the marble paperweight was missing from Rick’s desk after you left the office?",18,0,True,Tim Kane,Tim Kane,
thesis-pilot-passive-concealment-20260530T171350Z-r004,78,5,discussion,accusation_synthesis,Tim Kane,"No, I didn't notice it. I was just chatting with Prof. Chun and Margaret when that happened.",17,0,False,Margaret Chun,Margaret Chun,Fiona McAllister
thesis-pilot-passive-concealment-20260530T171350Z-r004,79,5,discussion,accusation_synthesis,Margaret Chun,"If you were chatting with Prof. Chun and me, why didn't you notice the note or see the marble paperweight missing from Rick's desk?",24,0,True,,,Tim Kane
thesis-pilot-passive-concealment-20260530T171350Z-r004,80,5,discussion,accusation_synthesis,Bobby Herrerra,"Harold, did you take Rick’s marble paperweight from his office after you used your key?",15,0,True,Harold Chun,Harold Chun,
thesis-pilot-passive-concealment-20260530T171350Z-r004,81,5,discussion,accusation_synthesis,Harold Chun,"No, I didn’t take the marble paperweight, and I didn’t leave the “Pay up or die!” note near the body.",20,0,False,,,Bobby Herrerra
thesis-pilot-passive-concealment-20260530T171350Z-r004,82,5,discussion,accusation_synthesis,Louis Cagliostro,"Harold, did you see the “Pay up or die!” note near the body?",13,0,True,Harold Chun,Harold Chun,
thesis-pilot-passive-concealment-20260530T171350Z-r004,83,5,discussion,accusation_synthesis,Harold Chun,"I didn’t see the note. Pauline, did you take the marble paperweight from Rick’s office?",15,0,True,Pauline Thompson,Pauline Thompson,Louis Cagliostro
thesis-pilot-passive-concealment-20260530T171350Z-r004,84,5,discussion,accusation_synthesis,Pauline Thompson,"No. Bobby, did you see the note near the body?",10,0,True,Bobby Herrerra,Bobby Herrerra,Harold Chun
thesis-pilot-passive-concealment-20260530T171350Z-r004,85,5,discussion,accusation_synthesis,Bobby Herrerra,"No, I didn't see it. Margaret, did you notice the marble paperweight missing from Rick’s desk after the party?",19,0,True,Margaret Chun,Margaret Chun,Pauline Thompson
thesis-pilot-passive-concealment-20260530T171350Z-r004,86,5,discussion,accusation_synthesis,Margaret Chun,"I didn’t notice it; I was still at the party with Hal, not in the apartment. I left the office around 8:30, long before anyone could have taken the paperweight.",30,0,False,,,Bobby Herrerra
