run_id,turn,round,phase,stage,speaker,text,word_count,disfluency_count,is_question,addressed_to,mentioned_agents,response_to_speaker
thesis-pilot-passive-concealment-20260530T163023Z-r003,9,2,discussion,initial_framing,Pauline Thompson,"Bobby, did you go into the bathroom after 8:45?",9,0,True,Bobby Herrerra,Bobby Herrerra,
thesis-pilot-passive-concealment-20260530T163023Z-r003,10,2,discussion,initial_framing,Bobby Herrerra,"Yeah, I hit the bathroom after 8:45. I didn’t want to be seen, so I kept it quick. I heard something in there, so I left. I know Rick was murdered in that bathroom.",34,0,False,,,Pauline Thompson
thesis-pilot-passive-concealment-20260530T163023Z-r003,11,2,discussion,initial_framing,Louis Cagliostro,"Tim, you said you left the party at 8:45, but the body was found in the bathroom. Did you ever enter the bathroom after that?",25,0,True,Tim Kane,Tim Kane,
thesis-pilot-passive-concealment-20260530T163023Z-r003,12,2,discussion,initial_framing,Tim Kane,"No, I didn’t go into the bathroom after 8:45. I was still at the party, then I slipped out to the office to look for that data disk. I didn’t have any reason to go to a bathroom at that time.",41,0,False,,,Louis Cagliostro
thesis-pilot-passive-concealment-20260530T163023Z-r003,13,2,discussion,initial_framing,Margaret Chun,"Pauline, did you see Bobby enter the bathroom after 8:45?",10,0,True,Pauline Thompson,Bobby Herrerra|Pauline Thompson,
thesis-pilot-passive-concealment-20260530T163023Z-r003,14,2,discussion,initial_framing,Pauline Thompson,"No, I didn’t see him enter the bathroom. Tim, where were you between 8:45 and 9:07?",16,0,True,Tim Kane,Tim Kane,Margaret Chun
thesis-pilot-passive-concealment-20260530T163023Z-r003,15,2,discussion,initial_framing,Tim Kane,"I was at the party until about 8:45, then I stepped out for a quick walk to get some fresh air. I came back to the party around 8:55, kept chatting with a few people, and stayed there until roughly 9:00 before heading back to the building.",47,0,False,,,Pauline Thompson
thesis-pilot-passive-concealment-20260530T163023Z-r003,16,2,discussion,initial_framing,Harold Chun,"Bobby, can you tell me exactly when you entered the bathroom and what you did there?",16,0,True,Bobby Herrerra,Bobby Herrerra,
thesis-pilot-passive-concealment-20260530T163023Z-r003,17,2,discussion,initial_framing,Bobby Herrerra,"I slipped in at about 8:48, just to grab a drink from the fridge, check my phone, then left by 8:50. I didn’t see anyone else in there, and I didn’t touch anything.",33,0,False,,,Harold Chun
thesis-pilot-passive-concealment-20260530T163023Z-r003,18,2,discussion,initial_framing,Fiona McAllister,"Bobby, after you left the bathroom, did you see anyone else in the apartment?",14,0,True,Bobby Herrerra,Bobby Herrerra,
thesis-pilot-passive-concealment-20260530T163023Z-r003,19,2,discussion,initial_framing,Bobby Herrerra,"No, I didn’t see anyone. Tim, did you see anyone else in the bathroom after 8:45?",16,0,True,Tim Kane,Tim Kane,Fiona McAllister
thesis-pilot-passive-concealment-20260530T163023Z-r003,20,2,discussion,initial_framing,Tim Kane,"No, I didn't see anyone in the bathroom after 8:45. I was still at the party until about 8:45, then I stepped out for a quick walk to get some fresh air.",32,0,False,,,Bobby Herrerra
thesis-pilot-passive-concealment-20260530T163023Z-r003,21,2,discussion,initial_framing,Harold Chun,"Bobby, you mentioned you slipped into the bathroom at about 8:48 and left by 8:55—can you tell me exactly when you exited, and whether you saw anyone else enter after you left?",32,0,True,Bobby Herrerra,Bobby Herrerra,
thesis-pilot-passive-concealment-20260530T163023Z-r003,22,2,discussion,initial_framing,Bobby Herrerra,"I left at 8:55, and I didn’t see anyone else enter the bathroom after I got out. I was just grabbing a drink.",23,0,False,,,Harold Chun
thesis-pilot-passive-concealment-20260530T163023Z-r003,23,2,discussion,initial_framing,Pauline Thompson,"Margaret, did you see anyone enter the bathroom after you arrived at the apartment?",14,0,True,Margaret Chun,Margaret Chun,
thesis-pilot-passive-concealment-20260530T163023Z-r003,24,2,discussion,initial_framing,Margaret Chun,"No, I didn’t see anyone enter after I got in. Tim, did you see anyone else in the bathroom after 8:45?",21,0,True,Tim Kane,Tim Kane,Pauline Thompson
thesis-pilot-passive-concealment-20260530T163023Z-r003,25,2,discussion,initial_framing,Tim Kane,"No, I didn’t see anyone in the bathroom after 8:45. I was still in the party until about 8:45, then I stepped out for a quick walk and came back.",30,0,False,,,Margaret Chun
thesis-pilot-passive-concealment-20260530T163023Z-r003,26,2,discussion,initial_framing,Bobby Herrerra,Rick was murdered in the bathroom.,6,0,False,,,
thesis-pilot-passive-concealment-20260530T163023Z-r003,27,3,discussion,clue_integration,Pauline Thompson,"Margaret, did you personally go into the bathroom after you arrived at the apartment?",14,0,True,Margaret Chun,Margaret Chun,
thesis-pilot-passive-concealment-20260530T163023Z-r003,28,3,discussion,clue_integration,Margaret Chun,"No, I didn’t go in. Tim, did you see anyone else in the bathroom after 8:45?",16,0,True,Tim Kane,Tim Kane,Pauline Thompson
thesis-pilot-passive-concealment-20260530T163023Z-r003,29,3,discussion,clue_integration,Tim Kane,"No, I didn’t see anyone else. I was still outside, just walking around the building after leaving the party.",19,0,False,,,Margaret Chun
thesis-pilot-passive-concealment-20260530T163023Z-r003,30,3,discussion,clue_integration,Fiona McAllister,"Pauline, did you enter the bathroom after 8:55?",8,0,True,Pauline Thompson,Pauline Thompson,
thesis-pilot-passive-concealment-20260530T163023Z-r003,31,3,discussion,clue_integration,Pauline Thompson,"No, I didn’t. Harold, did you see me entering the bathroom after 8:55?",13,0,True,Harold Chun,Harold Chun,Fiona McAllister
thesis-pilot-passive-concealment-20260530T163023Z-r003,32,3,discussion,clue_integration,Harold Chun,"No, I didn't see you. Bobby, did you see anyone else in the bathroom after you entered?",17,0,True,Bobby Herrerra,Bobby Herrerra,Pauline Thompson
thesis-pilot-passive-concealment-20260530T163023Z-r003,33,3,discussion,clue_integration,Bobby Herrerra,"No, I didn’t see anyone else. Fiona, did you enter the bathroom after 8:55?",14,0,True,Fiona McAllister,Fiona McAllister,Harold Chun
thesis-pilot-passive-concealment-20260530T163023Z-r003,34,3,discussion,clue_integration,Fiona McAllister,"No, I didn't. Tim, did you see anyone else in the bathroom after 8:45?",14,0,True,Tim Kane,Tim Kane,Bobby Herrerra
thesis-pilot-passive-concealment-20260530T163023Z-r003,35,3,discussion,clue_integration,Tim Kane,"No, I didn’t see anyone else in the bathroom after 8:45. I was still outside, just walking around the building after leaving the party.",24,0,False,,,Fiona McAllister
thesis-pilot-passive-concealment-20260530T163023Z-r003,36,3,discussion,clue_integration,Harold Chun,"Tim, what time did you actually enter Rick's apartment after leaving the party?",13,0,True,Tim Kane,Tim Kane,
thesis-pilot-passive-concealment-20260530T163023Z-r003,37,3,discussion,clue_integration,Tim Kane,"I left the party around 8:45, stepped out for a short walk around the building, and then came back into Rick’s apartment at about 9:07.",25,0,False,,,Harold Chun
thesis-pilot-passive-concealment-20260530T163023Z-r003,38,3,discussion,clue_integration,Pauline Thompson,"Bobby, you said you slipped into the bathroom at 8:48, but you were still with us in the car until 9:00.",21,0,False,Bobby Herrerra,Bobby Herrerra,
thesis-pilot-passive-concealment-20260530T163023Z-r003,39,3,discussion,clue_integration,Bobby Herrerra,"I was still in the car until about 9:00, but I slipped into the bathroom at 8:48, grabbed a drink, and left the car to get back in for a quick walk. Pauline, did you see anyone else in the bathroom after you left the car at 9:00?",48,0,True,Pauline Thompson,Pauline Thompson,Pauline Thompson
thesis-pilot-passive-concealment-20260530T163023Z-r003,40,3,discussion,clue_integration,Pauline Thompson,"No, I didn't see anyone else. Bobby, did you see anyone else in the apartment after 9:00?",17,0,True,Bobby Herrerra,Bobby Herrerra,Bobby Herrerra
thesis-pilot-passive-concealment-20260530T163023Z-r003,41,3,discussion,clue_integration,Bobby Herrerra,"I didn’t see anyone after 9:00—I was still in the bathroom until about 9:15, then I left. I didn’t see anyone else in the apartment.",25,0,False,,,Pauline Thompson
thesis-pilot-passive-concealment-20260530T163023Z-r003,42,3,discussion,clue_integration,Margaret Chun,"Fiona, did you see anyone in the bathroom after 8:45?",10,0,True,Fiona McAllister,Fiona McAllister,
thesis-pilot-passive-concealment-20260530T163023Z-r003,43,3,discussion,clue_integration,Fiona McAllister,"No, I didn’t see anyone in the bathroom after 8:45. I was still out in the hallway until about 8:45, then I headed back into the apartment.",27,0,False,,,Margaret Chun
thesis-pilot-passive-concealment-20260530T163023Z-r003,44,3,discussion,clue_integration,Harold Chun,"Tim, what time did you actually enter Rick's apartment after leaving the party?",13,0,True,Tim Kane,Tim Kane,
thesis-pilot-passive-concealment-20260530T163023Z-r003,45,3,discussion,clue_integration,Tim Kane,"I left the party around 8:45, stepped out for a quick walk around the building, and got back into Rick’s apartment at about 8:52.",24,0,False,,,Harold Chun
thesis-pilot-passive-concealment-20260530T163023Z-r003,46,3,discussion,clue_integration,Louis Cagliostro,"Tim, when did you actually get back into Rick's apartment after leaving the party?",14,0,True,Tim Kane,Tim Kane,
thesis-pilot-passive-concealment-20260530T163023Z-r003,47,4,discussion,contradiction_pressure,Tim Kane,"I walked back in at about 8:52, after taking a quick walk around the building.",15,0,False,,,Louis Cagliostro
thesis-pilot-passive-concealment-20260530T163023Z-r003,48,4,discussion,contradiction_pressure,Bobby Herrerra,"Tim, after you got back into Rick’s apartment at 8:52, did you take his marble paperweight from his office?",19,0,True,Tim Kane,Tim Kane,
thesis-pilot-passive-concealment-20260530T163023Z-r003,49,4,discussion,contradiction_pressure,Tim Kane,"No, I didn’t take it. I was just looking for the disk and left the paperweight where it was.",19,0,False,,,Bobby Herrerra
thesis-pilot-passive-concealment-20260530T163023Z-r003,50,4,discussion,contradiction_pressure,Margaret Chun,"Pauline, did you take Rick's marble paperweight from his office?",10,0,True,Pauline Thompson,Pauline Thompson,
thesis-pilot-passive-concealment-20260530T163023Z-r003,51,4,discussion,contradiction_pressure,Pauline Thompson,"No, I didn’t take it. I only grabbed the data disk and left everything else exactly where it was.",19,0,False,,,Margaret Chun
thesis-pilot-passive-concealment-20260530T163023Z-r003,52,4,discussion,contradiction_pressure,Harold Chun,"Bobby, did you take Rick's marble paperweight from his office?",10,0,True,Bobby Herrerra,Bobby Herrerra,
thesis-pilot-passive-concealment-20260530T163023Z-r003,53,4,discussion,contradiction_pressure,Bobby Herrerra,"No, I didn’t take it. I was still in the bathroom until about 9:15.",14,0,False,,,Harold Chun
thesis-pilot-passive-concealment-20260530T163023Z-r003,54,4,discussion,contradiction_pressure,Harold Chun,"Bobby, why did you go into the bathroom alone after 8:55?",11,0,True,Bobby Herrerra,Bobby Herrerra,
thesis-pilot-passive-concealment-20260530T163023Z-r003,55,4,discussion,contradiction_pressure,Bobby Herrerra,"I just wanted a quick drink before the noise got louder. I didn’t want to be seen with Rick. I was hoping to talk to Fiona, but she left.",29,0,False,Fiona McAllister,Fiona McAllister,Harold Chun
thesis-pilot-passive-concealment-20260530T163023Z-r003,56,4,discussion,contradiction_pressure,Fiona McAllister,"I was in the car until about 9:00, but I did slip into the bathroom at 8:48. Bobby, did you have a key to Rick’s office that evening?",28,0,True,Bobby Herrerra,Bobby Herrerra,Bobby Herrerra
thesis-pilot-passive-concealment-20260530T163023Z-r003,57,4,discussion,contradiction_pressure,Bobby Herrerra,"No, I didn’t have a key to his office that evening. I only had the apartment key, not his office.",20,0,False,,,Fiona McAllister
thesis-pilot-passive-concealment-20260530T163023Z-r003,58,4,discussion,contradiction_pressure,Louis Cagliostro,"Tim, did you take Rick's marble paperweight from his office after you returned?",13,0,True,Tim Kane,Tim Kane,
thesis-pilot-passive-concealment-20260530T163023Z-r003,59,4,discussion,contradiction_pressure,Tim Kane,"No, I didn’t take it. I was just looking for the disk and left the paperweight where I found it.",20,0,False,,,Louis Cagliostro
thesis-pilot-passive-concealment-20260530T163023Z-r003,60,4,discussion,contradiction_pressure,Pauline Thompson,"Bobby, you said you were still in the car until 9:00 but you slipped into the bathroom at 8:48—how is that possible?",22,0,True,Bobby Herrerra,Bobby Herrerra,
thesis-pilot-passive-concealment-20260530T163023Z-r003,61,4,discussion,contradiction_pressure,Bobby Herrerra,"I was in the car until about 9:00, but I slipped into the bathroom at 8:48 to get a drink before the noise got louder. I only had the apartment key, not his office key.",35,0,False,,,Pauline Thompson
thesis-pilot-passive-concealment-20260530T163023Z-r003,62,4,discussion,contradiction_pressure,Harold Chun,"Tim, did you have the key to Rick's office that evening?",11,0,True,Tim Kane,Tim Kane,
thesis-pilot-passive-concealment-20260530T163023Z-r003,63,4,discussion,contradiction_pressure,Tim Kane,"No, I didn’t have a key to Rick's office that evening. I only had the apartment key.",17,0,False,,,Harold Chun
thesis-pilot-passive-concealment-20260530T163023Z-r003,64,4,discussion,contradiction_pressure,Pauline Thompson,"Harold, did you have Rick's office key that evening?",9,0,True,Harold Chun,Harold Chun,
thesis-pilot-passive-concealment-20260530T163023Z-r003,65,4,discussion,contradiction_pressure,Harold Chun,"No, I didn't have Rick's office key that evening. I only had the apartment key and no reason to go into his office.",23,0,False,,,Pauline Thompson
thesis-pilot-passive-concealment-20260530T163023Z-r003,66,4,discussion,contradiction_pressure,Fiona McAllister,"Pauline, did you have a key to Rick's office that evening?",11,0,True,Pauline Thompson,Pauline Thompson,
thesis-pilot-passive-concealment-20260530T163023Z-r003,67,5,discussion,accusation_synthesis,Pauline Thompson,"No, I didn't have the key. I only had the apartment key and was downstairs getting the disk.",18,0,False,,,Fiona McAllister
thesis-pilot-passive-concealment-20260530T163023Z-r003,68,5,discussion,accusation_synthesis,Louis Cagliostro,"Bobby, you said you didn’t have the office key that evening, but you also said you were in the bathroom at 8:48. How did you get in?",27,0,True,Bobby Herrerra,Bobby Herrerra,
thesis-pilot-passive-concealment-20260530T163023Z-r003,69,5,discussion,accusation_synthesis,Bobby Herrerra,"I just slipped in from the hallway that opens onto the apartment’s bathroom—no office key required. The door’s lock was already open from the apartment side, so I could get in without a key.",34,0,False,,,Louis Cagliostro
thesis-pilot-passive-concealment-20260530T163023Z-r003,70,5,discussion,accusation_synthesis,Harold Chun,"Margaret, did you have Rick's office key that evening?",9,0,True,Margaret Chun,Margaret Chun,
thesis-pilot-passive-concealment-20260530T163023Z-r003,71,5,discussion,accusation_synthesis,Margaret Chun,"I didn’t have the key. I was at the party all evening, watching the conversations and making sure everyone was okay.",21,0,False,,,Harold Chun
thesis-pilot-passive-concealment-20260530T163023Z-r003,72,5,discussion,accusation_synthesis,Bobby Herrerra,"Fiona, did you have a key to Rick’s office that evening?",11,0,True,Fiona McAllister,Fiona McAllister,
thesis-pilot-passive-concealment-20260530T163023Z-r003,73,5,discussion,accusation_synthesis,Fiona McAllister,"No, I didn’t have the office key. I was just in the car and then slipped into the bathroom at 8:48.",21,0,False,,,Bobby Herrerra
thesis-pilot-passive-concealment-20260530T163023Z-r003,74,5,discussion,accusation_synthesis,Pauline Thompson,"Louis, did you see a note saying “Pay up or die!” near Rick’s body?",14,0,True,Louis Cagliostro,Louis Cagliostro,
thesis-pilot-passive-concealment-20260530T163023Z-r003,75,5,discussion,accusation_synthesis,Louis Cagliostro,"Yes, I saw it. I dropped it near the body after I left the apartment.",15,0,False,,,Pauline Thompson
thesis-pilot-passive-concealment-20260530T163023Z-r003,76,5,discussion,accusation_synthesis,Harold Chun,"Louis, did you have a key to Rick's office that evening?",11,0,True,Louis Cagliostro,Louis Cagliostro,
thesis-pilot-passive-concealment-20260530T163023Z-r003,77,5,discussion,accusation_synthesis,Louis Cagliostro,"No, I didn't have the key.",6,0,False,,,Harold Chun
thesis-pilot-passive-concealment-20260530T163023Z-r003,78,5,discussion,accusation_synthesis,Margaret Chun,"Louis, did you see the note before you left?",9,0,True,Louis Cagliostro,Louis Cagliostro,
thesis-pilot-passive-concealment-20260530T163023Z-r003,79,5,discussion,accusation_synthesis,Louis Cagliostro,"Yes, I saw it. I dropped it near the body after I left the apartment.",15,0,False,,,Margaret Chun
thesis-pilot-passive-concealment-20260530T163023Z-r003,80,5,discussion,accusation_synthesis,Pauline Thompson,"Bobby, you said you were in the car until 9:00, but you also said you slipped into the bathroom at 8:48—did you leave the car at 8:48 and return before 9:00?",31,0,True,Bobby Herrerra,Bobby Herrerra,
thesis-pilot-passive-concealment-20260530T163023Z-r003,81,5,discussion,accusation_synthesis,Bobby Herrerra,"I left the car at 8:48, grabbed a drink, then returned to the car and left again at 8:52, before it closed. I didn’t see anyone else in the apartment.",30,0,False,,,Pauline Thompson
thesis-pilot-passive-concealment-20260530T163023Z-r003,82,5,discussion,accusation_synthesis,Fiona McAllister,"Tim, did you see the note?",6,0,True,Tim Kane,Tim Kane,
thesis-pilot-passive-concealment-20260530T163023Z-r003,83,5,discussion,accusation_synthesis,Tim Kane,"No, I didn't see it. Fiona, where did you find it?",11,0,True,Fiona McAllister,Fiona McAllister,Fiona McAllister
thesis-pilot-passive-concealment-20260530T163023Z-r003,84,5,discussion,accusation_synthesis,Fiona McAllister,"I found it in the hallway outside the bathroom, near the door, while looking for the disk. Pauline, did you see the note before you left?",26,0,True,Pauline Thompson,Pauline Thompson,Tim Kane
thesis-pilot-passive-concealment-20260530T163023Z-r003,85,5,discussion,accusation_synthesis,Pauline Thompson,"No, I didn’t see it before I left. I was only in the office with the key and the disk, not the paperweight.",23,0,False,,,Fiona McAllister
thesis-pilot-passive-concealment-20260530T163023Z-r003,86,5,discussion,accusation_synthesis,Harold Chun,"Bobby, did you have a key to Rick's office that evening?",11,0,True,Bobby Herrerra,Bobby Herrerra,
