run_id,round,stage,agent,suspect,suspicion_score,confidence_score,primary_reason,evidence_categories,strongest_supporting_fact,top_suspect,overall_uncertainty
thesis-pilot-passive-concealment-20260530T180200Z-r005,2,initial_framing,Louis Cagliostro,Harold Chun,1,2,"No contradictions, simple alibi, no direct involvement.",opportunity|behavior,"No contradictions, simple alibi, no direct involvement.",Tim Kane,8
thesis-pilot-passive-concealment-20260530T180200Z-r005,2,initial_framing,Louis Cagliostro,Bobby Herrerra,1,2,"Consistent statements, no evidence of motive or means.",alibi|behavior,"Consistent statements, no evidence of motive or means.",Tim Kane,8
thesis-pilot-passive-concealment-20260530T180200Z-r005,2,initial_framing,Louis Cagliostro,Pauline Thompson,1,3,"Consistent alibi, no contradictions or suspicious behaviour.",alibi|behavior,"Consistent alibi, no contradictions or suspicious behaviour.",Tim Kane,8
thesis-pilot-passive-concealment-20260530T180200Z-r005,2,initial_framing,Louis Cagliostro,Tim Kane,2,3,Has not answered whether he saw Rick’s body; missing key information.,behavior,Has not answered whether he saw Rick’s body; missing key information.,Tim Kane,8
thesis-pilot-passive-concealment-20260530T180200Z-r005,2,initial_framing,Louis Cagliostro,Margaret Chun,1,2,Stated she did not have the key and left the party early; no contradictions.,alibi|behavior,Stated she did not have the key and left the party early; no contradictions.,Tim Kane,8
thesis-pilot-passive-concealment-20260530T180200Z-r005,2,initial_framing,Louis Cagliostro,Fiona McAllister,1,1,No statements or evidence presented yet.,unknown,No statements or evidence presented yet.,Tim Kane,8
thesis-pilot-passive-concealment-20260530T180200Z-r005,2,initial_framing,Margaret Chun,Harold Chun,3,4,No reason provided.,alibi|timeline|opportunity,No specific fact cited.,Tim Kane,7
thesis-pilot-passive-concealment-20260530T180200Z-r005,2,initial_framing,Margaret Chun,Bobby Herrerra,3,4,No reason provided.,alibi|behavior,No specific fact cited.,Tim Kane,7
thesis-pilot-passive-concealment-20260530T180200Z-r005,2,initial_framing,Margaret Chun,Pauline Thompson,2,3,No reason provided.,alibi|behavior,No specific fact cited.,Tim Kane,7
thesis-pilot-passive-concealment-20260530T180200Z-r005,2,initial_framing,Margaret Chun,Louis Cagliostro,2,3,No reason provided.,alibi|behavior,No specific fact cited.,Tim Kane,7
thesis-pilot-passive-concealment-20260530T180200Z-r005,2,initial_framing,Margaret Chun,Tim Kane,4,3,No reason provided.,alibi|behavior|contradiction,No specific fact cited.,Tim Kane,7
thesis-pilot-passive-concealment-20260530T180200Z-r005,2,initial_framing,Margaret Chun,Fiona McAllister,1,2,No reason provided.,behavior,No specific fact cited.,Tim Kane,7
thesis-pilot-passive-concealment-20260530T180200Z-r005,2,initial_framing,Tim Kane,Harold Chun,2,3,No reason provided.,alibi|opportunity,No specific fact cited.,Pauline Thompson,8
thesis-pilot-passive-concealment-20260530T180200Z-r005,2,initial_framing,Tim Kane,Bobby Herrerra,2,3,No reason provided.,alibi|opportunity,No specific fact cited.,Pauline Thompson,8
thesis-pilot-passive-concealment-20260530T180200Z-r005,2,initial_framing,Tim Kane,Pauline Thompson,3,4,No reason provided.,behavior|opportunity|alibi,No specific fact cited.,Pauline Thompson,8
thesis-pilot-passive-concealment-20260530T180200Z-r005,2,initial_framing,Tim Kane,Louis Cagliostro,2,3,No reason provided.,alibi|opportunity,No specific fact cited.,Pauline Thompson,8
thesis-pilot-passive-concealment-20260530T180200Z-r005,2,initial_framing,Tim Kane,Margaret Chun,2,3,No reason provided.,alibi|opportunity,No specific fact cited.,Pauline Thompson,8
thesis-pilot-passive-concealment-20260530T180200Z-r005,2,initial_framing,Tim Kane,Fiona McAllister,1,2,No reason provided.,behavior,No specific fact cited.,Pauline Thompson,8
thesis-pilot-passive-concealment-20260530T180200Z-r005,2,initial_framing,Fiona McAllister,Harold Chun,1,9,No reason provided.,alibi|behavior,No specific fact cited.,Bobby Herrerra,7
thesis-pilot-passive-concealment-20260530T180200Z-r005,2,initial_framing,Fiona McAllister,Bobby Herrerra,5,5,No reason provided.,opportunity|timeline|behavior,No specific fact cited.,Bobby Herrerra,7
thesis-pilot-passive-concealment-20260530T180200Z-r005,2,initial_framing,Fiona McAllister,Pauline Thompson,4,5,No reason provided.,opportunity|timeline|behavior,No specific fact cited.,Bobby Herrerra,7
thesis-pilot-passive-concealment-20260530T180200Z-r005,2,initial_framing,Fiona McAllister,Louis Cagliostro,3,4,No reason provided.,opportunity|timeline|behavior,No specific fact cited.,Bobby Herrerra,7
thesis-pilot-passive-concealment-20260530T180200Z-r005,2,initial_framing,Fiona McAllister,Tim Kane,1,9,No reason provided.,alibi|behavior,No specific fact cited.,Bobby Herrerra,7
thesis-pilot-passive-concealment-20260530T180200Z-r005,2,initial_framing,Fiona McAllister,Margaret Chun,2,4,No reason provided.,alibi|behavior,No specific fact cited.,Bobby Herrerra,7
thesis-pilot-passive-concealment-20260530T180200Z-r005,3,clue_integration,Louis Cagliostro,Harold Chun,3,3,No reason provided.,alibi|behavior,No specific fact cited.,Tim Kane,8
thesis-pilot-passive-concealment-20260530T180200Z-r005,3,clue_integration,Louis Cagliostro,Bobby Herrerra,6,4,No reason provided.,opportunity|behavior,No specific fact cited.,Tim Kane,8
thesis-pilot-passive-concealment-20260530T180200Z-r005,3,clue_integration,Louis Cagliostro,Pauline Thompson,3,3,No reason provided.,alibi|behavior,No specific fact cited.,Tim Kane,8
thesis-pilot-passive-concealment-20260530T180200Z-r005,3,clue_integration,Louis Cagliostro,Tim Kane,7,4,No reason provided.,opportunity|behavior,No specific fact cited.,Tim Kane,8
thesis-pilot-passive-concealment-20260530T180200Z-r005,3,clue_integration,Louis Cagliostro,Margaret Chun,2,2,No reason provided.,alibi|behavior,No specific fact cited.,Tim Kane,8
thesis-pilot-passive-concealment-20260530T180200Z-r005,3,clue_integration,Louis Cagliostro,Fiona McAllister,2,2,No reason provided.,behavior,No specific fact cited.,Tim Kane,8
thesis-pilot-passive-concealment-20260530T180200Z-r005,3,clue_integration,Pauline Thompson,Harold Chun,2,2,No reason provided.,alibi|behavior,No specific fact cited.,Fiona McAllister,8
thesis-pilot-passive-concealment-20260530T180200Z-r005,3,clue_integration,Pauline Thompson,Bobby Herrerra,3,2,No reason provided.,alibi|behavior,No specific fact cited.,Fiona McAllister,8
thesis-pilot-passive-concealment-20260530T180200Z-r005,3,clue_integration,Pauline Thompson,Louis Cagliostro,3,2,No reason provided.,alibi|behavior,No specific fact cited.,Fiona McAllister,8
thesis-pilot-passive-concealment-20260530T180200Z-r005,3,clue_integration,Pauline Thompson,Tim Kane,3,2,No reason provided.,alibi|behavior,No specific fact cited.,Fiona McAllister,8
thesis-pilot-passive-concealment-20260530T180200Z-r005,3,clue_integration,Pauline Thompson,Margaret Chun,2,2,No reason provided.,alibi|behavior,No specific fact cited.,Fiona McAllister,8
thesis-pilot-passive-concealment-20260530T180200Z-r005,3,clue_integration,Pauline Thompson,Fiona McAllister,4,3,No reason provided.,behavior|opportunity|unknown,No specific fact cited.,Fiona McAllister,8
thesis-pilot-passive-concealment-20260530T180200Z-r005,3,clue_integration,Bobby Herrerra,Harold Chun,2,4,No reason provided.,timeline|alibi,No specific fact cited.,Louis Cagliostro,6
thesis-pilot-passive-concealment-20260530T180200Z-r005,3,clue_integration,Bobby Herrerra,Pauline Thompson,1,5,No reason provided.,timeline|alibi,No specific fact cited.,Louis Cagliostro,6
thesis-pilot-passive-concealment-20260530T180200Z-r005,3,clue_integration,Bobby Herrerra,Louis Cagliostro,7,5,No reason provided.,opportunity|means|behavior,No specific fact cited.,Louis Cagliostro,6
thesis-pilot-passive-concealment-20260530T180200Z-r005,3,clue_integration,Bobby Herrerra,Tim Kane,1,4,No reason provided.,timeline|alibi,No specific fact cited.,Louis Cagliostro,6
thesis-pilot-passive-concealment-20260530T180200Z-r005,3,clue_integration,Bobby Herrerra,Margaret Chun,1,4,No reason provided.,timeline|alibi,No specific fact cited.,Louis Cagliostro,6
thesis-pilot-passive-concealment-20260530T180200Z-r005,3,clue_integration,Bobby Herrerra,Fiona McAllister,2,3,No reason provided.,behavior|motive,No specific fact cited.,Louis Cagliostro,6
thesis-pilot-passive-concealment-20260530T180200Z-r005,3,clue_integration,Margaret Chun,Harold Chun,4,5,"Present at party until 8:15, left apartment with no key, denies bathroom use, no contradicting statements.",opportunity|means|behavior,"Present at party until 8:15, left apartment with no key, denies bathroom use, no contradicting statements.",Tim Kane,8
thesis-pilot-passive-concealment-20260530T180200Z-r005,3,clue_integration,Margaret Chun,Bobby Herrerra,3,5,"Spent time with Louis until 8:45, no key, no sightings in bathroom, no contradictions.",opportunity|behavior,"Spent time with Louis until 8:45, no key, no sightings in bathroom, no contradictions.",Tim Kane,8
thesis-pilot-passive-concealment-20260530T180200Z-r005,3,clue_integration,Margaret Chun,Pauline Thompson,3,5,"Outside apartment waiting for Rick, denies key, no contradictory statements.",behavior|alibi,"Outside apartment waiting for Rick, denies key, no contradictory statements.",Tim Kane,8
thesis-pilot-passive-concealment-20260530T180200Z-r005,3,clue_integration,Margaret Chun,Louis Cagliostro,4,5,"With Bobby until 8:45, no key, denies sightings, no contradictions.",opportunity|behavior,"With Bobby until 8:45, no key, denies sightings, no contradictions.",Tim Kane,8
thesis-pilot-passive-concealment-20260530T180200Z-r005,3,clue_integration,Margaret Chun,Tim Kane,5,6,"Remained at party, denies key, no contradictions, earlier higher suspicion score retained.",opportunity|motivation|behavior,"Remained at party, denies key, no contradictions, earlier higher suspicion score retained.",Tim Kane,8
thesis-pilot-passive-concealment-20260530T180200Z-r005,3,clue_integration,Margaret Chun,Fiona McAllister,2,4,"Not present at apartment or party, no key, no contradictions.",alibi|behavior,"Not present at apartment or party, no key, no contradictions.",Tim Kane,8
thesis-pilot-passive-concealment-20260530T180200Z-r005,3,clue_integration,Fiona McAllister,Harold Chun,2,4,No reason provided.,alibi|timeline|behavior,No specific fact cited.,Bobby Herrerra,4
thesis-pilot-passive-concealment-20260530T180200Z-r005,3,clue_integration,Fiona McAllister,Bobby Herrerra,8,7,No reason provided.,opportunity|timeline|contradiction,No specific fact cited.,Bobby Herrerra,4
thesis-pilot-passive-concealment-20260530T180200Z-r005,3,clue_integration,Fiona McAllister,Pauline Thompson,3,3,No reason provided.,alibi|behavior,No specific fact cited.,Bobby Herrerra,4
thesis-pilot-passive-concealment-20260530T180200Z-r005,3,clue_integration,Fiona McAllister,Louis Cagliostro,3,3,No reason provided.,alibi|behavior,No specific fact cited.,Bobby Herrerra,4
thesis-pilot-passive-concealment-20260530T180200Z-r005,3,clue_integration,Fiona McAllister,Tim Kane,2,3,No reason provided.,alibi|timeline,No specific fact cited.,Bobby Herrerra,4
thesis-pilot-passive-concealment-20260530T180200Z-r005,3,clue_integration,Fiona McAllister,Margaret Chun,2,3,No reason provided.,alibi|timeline,No specific fact cited.,Bobby Herrerra,4
thesis-pilot-passive-concealment-20260530T180200Z-r005,3,clue_integration,Tim Kane,Harold Chun,3,8,No reason provided.,timeline|alibi|behavior|means,No specific fact cited.,Fiona McAllister,5
thesis-pilot-passive-concealment-20260530T180200Z-r005,3,clue_integration,Tim Kane,Bobby Herrerra,4,6,No reason provided.,timeline|alibi|behavior|means,No specific fact cited.,Fiona McAllister,5
thesis-pilot-passive-concealment-20260530T180200Z-r005,3,clue_integration,Tim Kane,Pauline Thompson,2,8,No reason provided.,timeline|alibi|behavior|means,No specific fact cited.,Fiona McAllister,5
thesis-pilot-passive-concealment-20260530T180200Z-r005,3,clue_integration,Tim Kane,Louis Cagliostro,3,8,No reason provided.,timeline|alibi|behavior|means,No specific fact cited.,Fiona McAllister,5
thesis-pilot-passive-concealment-20260530T180200Z-r005,3,clue_integration,Tim Kane,Margaret Chun,3,8,No reason provided.,timeline|alibi|behavior|means,No specific fact cited.,Fiona McAllister,5
thesis-pilot-passive-concealment-20260530T180200Z-r005,3,clue_integration,Tim Kane,Fiona McAllister,6,5,No reason provided.,behavior|timeline|means|motivation,No specific fact cited.,Fiona McAllister,5
thesis-pilot-passive-concealment-20260530T180200Z-r005,3,clue_integration,Harold Chun,Bobby Herrerra,7,6,No reason provided.,opportunity|alibi,No specific fact cited.,Margaret Chun,4
thesis-pilot-passive-concealment-20260530T180200Z-r005,3,clue_integration,Harold Chun,Pauline Thompson,3,4,No reason provided.,alibi|behavior,No specific fact cited.,Margaret Chun,4
thesis-pilot-passive-concealment-20260530T180200Z-r005,3,clue_integration,Harold Chun,Louis Cagliostro,3,4,No reason provided.,alibi,No specific fact cited.,Margaret Chun,4
thesis-pilot-passive-concealment-20260530T180200Z-r005,3,clue_integration,Harold Chun,Tim Kane,2,4,No reason provided.,alibi,No specific fact cited.,Margaret Chun,4
thesis-pilot-passive-concealment-20260530T180200Z-r005,3,clue_integration,Harold Chun,Margaret Chun,6,5,No reason provided.,opportunity|motive,No specific fact cited.,Margaret Chun,4
thesis-pilot-passive-concealment-20260530T180200Z-r005,3,clue_integration,Harold Chun,Fiona McAllister,2,3,No reason provided.,behavior,No specific fact cited.,Margaret Chun,4
thesis-pilot-passive-concealment-20260530T180200Z-r005,4,contradiction_pressure,Harold Chun,Bobby Herrerra,2,3,No reason provided.,alibi|behavior,No specific fact cited.,Pauline Thompson,6
thesis-pilot-passive-concealment-20260530T180200Z-r005,4,contradiction_pressure,Harold Chun,Pauline Thompson,8,8,No reason provided.,means|opportunity|contradiction|timeline,No specific fact cited.,Pauline Thompson,6
thesis-pilot-passive-concealment-20260530T180200Z-r005,4,contradiction_pressure,Harold Chun,Louis Cagliostro,3,3,No reason provided.,alibi|behavior,No specific fact cited.,Pauline Thompson,6
thesis-pilot-passive-concealment-20260530T180200Z-r005,4,contradiction_pressure,Harold Chun,Tim Kane,2,3,No reason provided.,alibi|behavior,No specific fact cited.,Pauline Thompson,6
thesis-pilot-passive-concealment-20260530T180200Z-r005,4,contradiction_pressure,Harold Chun,Margaret Chun,5,5,No reason provided.,motive|behavior,No specific fact cited.,Pauline Thompson,6
thesis-pilot-passive-concealment-20260530T180200Z-r005,4,contradiction_pressure,Harold Chun,Fiona McAllister,1,2,No reason provided.,alibi|behavior,No specific fact cited.,Pauline Thompson,6
thesis-pilot-passive-concealment-20260530T180200Z-r005,4,contradiction_pressure,Bobby Herrerra,Harold Chun,2,3,No reason provided.,alibi|behavior,No specific fact cited.,Pauline Thompson,2
thesis-pilot-passive-concealment-20260530T180200Z-r005,4,contradiction_pressure,Bobby Herrerra,Pauline Thompson,9,9,No reason provided.,means|opportunity|timeline,No specific fact cited.,Pauline Thompson,2
thesis-pilot-passive-concealment-20260530T180200Z-r005,4,contradiction_pressure,Bobby Herrerra,Louis Cagliostro,4,4,No reason provided.,behavior|alibi,No specific fact cited.,Pauline Thompson,2
thesis-pilot-passive-concealment-20260530T180200Z-r005,4,contradiction_pressure,Bobby Herrerra,Tim Kane,2,3,No reason provided.,alibi|behavior,No specific fact cited.,Pauline Thompson,2
thesis-pilot-passive-concealment-20260530T180200Z-r005,4,contradiction_pressure,Bobby Herrerra,Margaret Chun,3,2,No reason provided.,alibi|behavior,No specific fact cited.,Pauline Thompson,2
thesis-pilot-passive-concealment-20260530T180200Z-r005,4,contradiction_pressure,Bobby Herrerra,Fiona McAllister,1,2,No reason provided.,behavior,No specific fact cited.,Pauline Thompson,2
thesis-pilot-passive-concealment-20260530T180200Z-r005,4,contradiction_pressure,Louis Cagliostro,Harold Chun,2,3,No reason provided.,alibi|timeline|behavior,No specific fact cited.,Pauline Thompson,4
thesis-pilot-passive-concealment-20260530T180200Z-r005,4,contradiction_pressure,Louis Cagliostro,Bobby Herrerra,2,3,No reason provided.,alibi|timeline,No specific fact cited.,Pauline Thompson,4
thesis-pilot-passive-concealment-20260530T180200Z-r005,4,contradiction_pressure,Louis Cagliostro,Pauline Thompson,9,8,No reason provided.,means|opportunity|contradiction|behavior,No specific fact cited.,Pauline Thompson,4
thesis-pilot-passive-concealment-20260530T180200Z-r005,4,contradiction_pressure,Louis Cagliostro,Tim Kane,2,3,No reason provided.,alibi|timeline|behavior,No specific fact cited.,Pauline Thompson,4
thesis-pilot-passive-concealment-20260530T180200Z-r005,4,contradiction_pressure,Louis Cagliostro,Margaret Chun,2,3,No reason provided.,alibi|timeline,No specific fact cited.,Pauline Thompson,4
thesis-pilot-passive-concealment-20260530T180200Z-r005,4,contradiction_pressure,Louis Cagliostro,Fiona McAllister,1,2,No reason provided.,behavior|alibi,No specific fact cited.,Pauline Thompson,4
thesis-pilot-passive-concealment-20260530T180200Z-r005,4,contradiction_pressure,Pauline Thompson,Harold Chun,2,3,No reason provided.,alibi|behavior,No specific fact cited.,Fiona McAllister,3
thesis-pilot-passive-concealment-20260530T180200Z-r005,4,contradiction_pressure,Pauline Thompson,Bobby Herrerra,7,5,No reason provided.,means|opportunity|behavior|timeline,No specific fact cited.,Fiona McAllister,3
thesis-pilot-passive-concealment-20260530T180200Z-r005,4,contradiction_pressure,Pauline Thompson,Louis Cagliostro,7,5,No reason provided.,means|opportunity|behavior|timeline,No specific fact cited.,Fiona McAllister,3
thesis-pilot-passive-concealment-20260530T180200Z-r005,4,contradiction_pressure,Pauline Thompson,Tim Kane,3,4,No reason provided.,alibi|timeline|behavior,No specific fact cited.,Fiona McAllister,3
thesis-pilot-passive-concealment-20260530T180200Z-r005,4,contradiction_pressure,Pauline Thompson,Margaret Chun,2,3,No reason provided.,alibi|behavior,No specific fact cited.,Fiona McAllister,3
thesis-pilot-passive-concealment-20260530T180200Z-r005,4,contradiction_pressure,Pauline Thompson,Fiona McAllister,9,6,No reason provided.,means|opportunity|behavior|contradiction,No specific fact cited.,Fiona McAllister,3
thesis-pilot-passive-concealment-20260530T180200Z-r005,4,contradiction_pressure,Fiona McAllister,Harold Chun,3,5,No reason provided.,means|opportunity|behavior,No specific fact cited.,Pauline Thompson,3
thesis-pilot-passive-concealment-20260530T180200Z-r005,4,contradiction_pressure,Fiona McAllister,Bobby Herrerra,2,4,No reason provided.,means|opportunity|behavior,No specific fact cited.,Pauline Thompson,3
thesis-pilot-passive-concealment-20260530T180200Z-r005,4,contradiction_pressure,Fiona McAllister,Pauline Thompson,9,8,No reason provided.,means|opportunity|behavior,No specific fact cited.,Pauline Thompson,3
thesis-pilot-passive-concealment-20260530T180200Z-r005,4,contradiction_pressure,Fiona McAllister,Louis Cagliostro,2,4,No reason provided.,means|opportunity|behavior,No specific fact cited.,Pauline Thompson,3
thesis-pilot-passive-concealment-20260530T180200Z-r005,4,contradiction_pressure,Fiona McAllister,Tim Kane,3,5,No reason provided.,means|opportunity|behavior,No specific fact cited.,Pauline Thompson,3
thesis-pilot-passive-concealment-20260530T180200Z-r005,4,contradiction_pressure,Fiona McAllister,Margaret Chun,2,4,No reason provided.,means|opportunity|behavior,No specific fact cited.,Pauline Thompson,3
thesis-pilot-passive-concealment-20260530T180200Z-r005,4,contradiction_pressure,Tim Kane,Harold Chun,2,2,No reason provided.,timeline|alibi,No specific fact cited.,Pauline Thompson,4
thesis-pilot-passive-concealment-20260530T180200Z-r005,4,contradiction_pressure,Tim Kane,Bobby Herrerra,3,3,No reason provided.,timeline|alibi,No specific fact cited.,Pauline Thompson,4
thesis-pilot-passive-concealment-20260530T180200Z-r005,4,contradiction_pressure,Tim Kane,Pauline Thompson,9,7,No reason provided.,opportunity|means|timeline,No specific fact cited.,Pauline Thompson,4
thesis-pilot-passive-concealment-20260530T180200Z-r005,4,contradiction_pressure,Tim Kane,Louis Cagliostro,2,2,No reason provided.,timeline|alibi,No specific fact cited.,Pauline Thompson,4
thesis-pilot-passive-concealment-20260530T180200Z-r005,4,contradiction_pressure,Tim Kane,Margaret Chun,2,2,No reason provided.,timeline|alibi,No specific fact cited.,Pauline Thompson,4
thesis-pilot-passive-concealment-20260530T180200Z-r005,4,contradiction_pressure,Tim Kane,Fiona McAllister,3,3,No reason provided.,timeline|alibi,No specific fact cited.,Pauline Thompson,4
thesis-pilot-passive-concealment-20260530T180200Z-r005,4,contradiction_pressure,Margaret Chun,Harold Chun,4,4,No reason provided.,behavior|alibi,No specific fact cited.,Pauline Thompson,5
thesis-pilot-passive-concealment-20260530T180200Z-r005,4,contradiction_pressure,Margaret Chun,Bobby Herrerra,3,3,No reason provided.,alibi|behavior,No specific fact cited.,Pauline Thompson,5
thesis-pilot-passive-concealment-20260530T180200Z-r005,4,contradiction_pressure,Margaret Chun,Pauline Thompson,7,6,No reason provided.,opportunity|means|behavior,No specific fact cited.,Pauline Thompson,5
thesis-pilot-passive-concealment-20260530T180200Z-r005,4,contradiction_pressure,Margaret Chun,Louis Cagliostro,4,4,No reason provided.,alibi|behavior,No specific fact cited.,Pauline Thompson,5
thesis-pilot-passive-concealment-20260530T180200Z-r005,4,contradiction_pressure,Margaret Chun,Tim Kane,5,5,No reason provided.,alibi|behavior,No specific fact cited.,Pauline Thompson,5
thesis-pilot-passive-concealment-20260530T180200Z-r005,4,contradiction_pressure,Margaret Chun,Fiona McAllister,2,2,No reason provided.,behavior,No specific fact cited.,Pauline Thompson,5
thesis-pilot-passive-concealment-20260530T180200Z-r005,5,accusation_synthesis,Louis Cagliostro,Harold Chun,5,1,No specific evidence observed this round.,,Insufficient evidence observed.,Pauline Thompson,5
thesis-pilot-passive-concealment-20260530T180200Z-r005,5,accusation_synthesis,Louis Cagliostro,Bobby Herrerra,5,1,No specific evidence observed this round.,,Insufficient evidence observed.,Pauline Thompson,5
thesis-pilot-passive-concealment-20260530T180200Z-r005,5,accusation_synthesis,Louis Cagliostro,Pauline Thompson,5,1,No specific evidence observed this round.,,Insufficient evidence observed.,Pauline Thompson,5
thesis-pilot-passive-concealment-20260530T180200Z-r005,5,accusation_synthesis,Louis Cagliostro,Tim Kane,5,1,No specific evidence observed this round.,,Insufficient evidence observed.,Pauline Thompson,5
thesis-pilot-passive-concealment-20260530T180200Z-r005,5,accusation_synthesis,Louis Cagliostro,Margaret Chun,5,1,No specific evidence observed this round.,,Insufficient evidence observed.,Pauline Thompson,5
thesis-pilot-passive-concealment-20260530T180200Z-r005,5,accusation_synthesis,Louis Cagliostro,Fiona McAllister,5,1,No specific evidence observed this round.,,Insufficient evidence observed.,Pauline Thompson,5
thesis-pilot-passive-concealment-20260530T180200Z-r005,5,accusation_synthesis,Pauline Thompson,Bobby Herrerra,7,6,No reason provided.,timeline|means|opportunity|contradiction|behavior|motive,No specific fact cited.,Bobby Herrerra,6
thesis-pilot-passive-concealment-20260530T180200Z-r005,5,accusation_synthesis,Pauline Thompson,Fiona McAllister,6,5,No reason provided.,behavior|motive|means|opportunity,No specific fact cited.,Bobby Herrerra,6
thesis-pilot-passive-concealment-20260530T180200Z-r005,5,accusation_synthesis,Pauline Thompson,Harold Chun,5,5,No reason provided.,opportunity|behavior|timeline|contradiction,No specific fact cited.,Bobby Herrerra,6
thesis-pilot-passive-concealment-20260530T180200Z-r005,5,accusation_synthesis,Pauline Thompson,Margaret Chun,4,4,No reason provided.,opportunity|timeline|motive,No specific fact cited.,Bobby Herrerra,6
thesis-pilot-passive-concealment-20260530T180200Z-r005,5,accusation_synthesis,Pauline Thompson,Louis Cagliostro,4,4,No reason provided.,opportunity|means|behavior,No specific fact cited.,Bobby Herrerra,6
thesis-pilot-passive-concealment-20260530T180200Z-r005,5,accusation_synthesis,Pauline Thompson,Tim Kane,3,3,No reason provided.,opportunity|alibi|behavior,No specific fact cited.,Bobby Herrerra,6
thesis-pilot-passive-concealment-20260530T180200Z-r005,5,accusation_synthesis,Harold Chun,Bobby Herrerra,7,6,No reason provided.,opportunity|behavior|alibi,No specific fact cited.,Pauline Thompson,5
thesis-pilot-passive-concealment-20260530T180200Z-r005,5,accusation_synthesis,Harold Chun,Pauline Thompson,9,8,No reason provided.,opportunity|means|behavior|timeline|contradiction,No specific fact cited.,Pauline Thompson,5
thesis-pilot-passive-concealment-20260530T180200Z-r005,5,accusation_synthesis,Harold Chun,Louis Cagliostro,6,5,No reason provided.,opportunity|means|behavior|timeline,No specific fact cited.,Pauline Thompson,5
thesis-pilot-passive-concealment-20260530T180200Z-r005,5,accusation_synthesis,Harold Chun,Tim Kane,2,4,No reason provided.,alibi|timeline,No specific fact cited.,Pauline Thompson,5
thesis-pilot-passive-concealment-20260530T180200Z-r005,5,accusation_synthesis,Harold Chun,Margaret Chun,2,4,No reason provided.,timeline|alibi,No specific fact cited.,Pauline Thompson,5
