turn,round,phase,speaker,target,response_to_speaker,is_direct_target,is_question,is_followup_question,is_justification_request,is_pressure_signal,is_mention,text
33,3,discussion,Pauline Thompson,Bobby Herrerra,,True,True,True,False,False,True,"Bobby, where were you between 8:45 and 9:00?"
34,3,discussion,Bobby Herrerra,Fiona McAllister,Pauline Thompson,True,True,False,False,False,True,"I was at the bar with a coworker from 8:45 to about 9:00, had a couple of beers, then headed to the party. Fiona, did you go to the bathroom after 9:30?"
36,3,discussion,Harold Chun,Bobby Herrerra,,True,True,True,False,False,True,"Bobby, where were you after you arrived at 9:07?"
38,3,discussion,Margaret Chun,Pauline Thompson,,True,True,False,False,False,True,"Pauline, did you go to the bathroom after 9:20?"
39,3,discussion,Pauline Thompson,Bobby Herrerra,Margaret Chun,True,True,True,False,False,True,"No, I didn’t go to the bathroom after 9:20. Bobby, where were you between 8:45 and 9:00?"
40,3,discussion,Bobby Herrerra,Fiona McAllister,Pauline Thompson,True,True,False,False,False,True,"I was at the bar with a coworker from 8:45 to 9:00, had a couple of beers. Fiona, did you go to the bathroom after 9:30?"
42,3,discussion,Louis Cagliostro,Bobby Herrerra,,True,True,True,False,False,True,"Bobby, you said you were in the kitchen at 9:15. Did you leave the kitchen after 9:20?"
44,3,discussion,Margaret Chun,Fiona McAllister,,True,True,True,False,False,True,"Fiona, did you go to the bathroom after 9:20?"
45,3,discussion,Fiona McAllister,Bobby Herrerra,Margaret Chun,True,True,True,False,False,True,"No, I was in the kitchen at 9:15. Bobby, where were you between 9:00 and 9:07?"
46,3,discussion,Bobby Herrerra,Fiona McAllister,Fiona McAllister,True,True,True,False,False,True,"I was walking to the party, in the hallway between 9:00 and 9:07. Fiona, did you go to the bathroom after 9:30?"
47,4,discussion,Fiona McAllister,Bobby Herrerra,Bobby Herrerra,True,True,True,False,False,True,"No, I didn’t go to the bathroom after 9:30. I was in the kitchen at 9:15. Bobby, where were you between 9:07 and 9:15?"
48,4,discussion,Bobby Herrerra,Fiona McAllister,Fiona McAllister,True,True,True,False,False,True,"I was still heading to the party, got there around 9:10, and then walked into the kitchen at 9:15. Fiona, did you use the bathroom after 9:30?"
50,4,discussion,Harold Chun,Bobby Herrerra,,True,True,True,False,False,True,"Bobby, where were you exactly between 9:07 and 9:15?"
52,4,discussion,Pauline Thompson,Harold Chun,,True,True,True,False,False,True,"Harold, where were you between 9:07 and 9:15?"
54,4,discussion,Margaret Chun,Tim Kane,,True,True,False,False,False,True,"Tim, did you see Rick’s marble paperweight in his office that night?"
56,4,discussion,Louis Cagliostro,Tim Kane,,True,True,True,False,False,True,"Tim, were you in the bathroom after 9:30?"
58,4,discussion,Bobby Herrerra,Tim Kane,,True,True,True,False,False,True,"Tim, did you go to the bathroom after 9:30?"
60,4,discussion,Harold Chun,Tim Kane,,True,True,True,False,False,True,"Tim, can you tell me exactly where you were between 9:07 and 9:15?"
62,4,discussion,Margaret Chun,Bobby Herrerra,,True,True,False,False,False,True,"Bobby, where were you between 9:20 and 9:30?"
63,4,discussion,Bobby Herrerra,Pauline Thompson,Margaret Chun,True,True,False,False,False,True,"I was in the kitchen until about 9:25, then I headed to the bathroom. Pauline, did you see the marble paperweight in Rick’s office after 9:20?"
65,4,discussion,Fiona McAllister,Pauline Thompson,,True,True,True,False,False,True,"Pauline, did you go into Rick's office after he left for the party?"
66,4,discussion,Pauline Thompson,Harold Chun,Fiona McAllister,True,True,False,False,False,True,"No, I didn’t go into his office. Harold, did you have Rick’s office keys?"
68,5,discussion,Bobby Herrerra,Harold Chun,,True,True,True,False,False,True,"Harold, did you use the bathroom after 9:30?"
70,5,discussion,Margaret Chun,Bobby Herrerra,,True,True,True,False,False,True,"Bobby, did you have Rick’s marble paperweight?"
71,5,discussion,Bobby Herrerra,Tim Kane,Margaret Chun,True,True,False,False,False,True,"No, I didn't have it. Tim, did you see the marble paperweight in Rick's office after 9:20?"
73,5,discussion,Pauline Thompson,Harold Chun,,True,True,False,False,False,True,"Harold, how did you get into the apartment at 9:07 if you didn't have Rick's keys?"
74,5,discussion,Harold Chun,Pauline Thompson,Pauline Thompson,True,True,True,False,False,True,"I used the building’s master key for the main entrance, not Rick’s apartment lock. Pauline, did you see anyone else entering the building at 9:07?"
75,5,discussion,Pauline Thompson,Tim Kane,Harold Chun,True,True,True,False,False,True,"No, I didn’t see anyone else entering the building at 9:07. Tim, did you see anyone else enter the building at that time?"
77,5,discussion,Bobby Herrerra,Pauline Thompson,,True,True,True,False,False,True,"Pauline, did you use the bathroom after 9:30?"
79,5,discussion,Fiona McAllister,Tim Kane,,True,True,True,False,False,True,"Tim, did you have a key to Rick's office that night?"
81,5,discussion,Harold Chun,Margaret Chun,,True,True,False,False,False,True,"Margaret, where were you between 9:07 and 9:15?"
82,5,discussion,Margaret Chun,Pauline Thompson,Harold Chun,True,True,False,False,False,True,"I was in the kitchen, making a drink, until about 9:12, then I went to the bathroom. Pauline, did you see the note near the body?"
83,5,discussion,Pauline Thompson,Harold Chun,Margaret Chun,True,True,True,False,False,True,"No, I didn’t see it. Harold, did you see the marble paperweight in Rick’s office after 9:20?"
85,5,discussion,Louis Cagliostro,Pauline Thompson,,True,True,True,False,False,True,"Pauline, did you have a key to Rick’s office that night?"
